emotion,label,layer,alpha,prompt_idx,sample_idx,continuation,words,unique_fraction,max_word_fraction,keyword_hits,keyword_hit,matched_keywords
surprised,surprised_l16_a4p0,16,4.0,5,1," a young boy with a name and initials ""T"" in his shirt sleeve. The boy is talking with his friend on the other side of the street.

""How did you get this? "" the boy asks.

""It was my first computer. You must have been very busy and I couldn't help. Well, here it is.

""Hello, what are",57.0,0.7894736842105263,0.07017543859649122,0,0,
surprised,surprised_l16_a4p0,16,4.0,5,2," The final scene in the game.

What to do?

The player is given the question, ""What will be the name of the group that made the decision, please."" The player looks at the screen and is presented with the above listed question. As the group is given the name of the decision, it is clear as to the group. The name of the group then is presented",67.0,0.4925373134328358,0.23880597014925373,2,1,decision; question
surprised,surprised_l16_a4p0,16,4.0,5,3," ""Saying to the group that they're meeting"" (The group is talking to the man whose name is unknown)

Name of the Person

Personality (Character)

The Person

Personality

Name of the Group

The group (or person)

The Man

The Man

The Man's Name

The Man's Name
",45.0,0.4222222222222222,0.24444444444444444,1,1,unknown
surprised,surprised_l16_a4p0,16,4.0,5,4," A group making a decision together.

What Do You See:

A group of people who are a small circle of people made up of an individual and a small group of two or three people.

How do you see the group?

A small circle of people making a decision together.

What Do You Think:

A small group of people making a decision",62.0,0.41935483870967744,0.14516129032258066,1,1,decision
surprised,surprised_l16_a4p0,16,4.0,5,5," ""We make a short decision. Will it be a favor for you or the other person?""

Nod: ""Who is the other person?""

Scene: ""We make a quick decision. Who is the other person?""

Nod: ""I guess I should be the other person.""

Scene: ""We make a quick decision. Who is the other person?""",53.0,0.4339622641509434,0.09433962264150944,1,1,decision
surprised,surprised_l16_a4p0,16,4.0,5,6,"  A group making a decision together

Name:  Ship's name

Type:  Greetings

Ship's Shipboard Location:  Shark Island

Shipboard Name:  A Ship that was the object of the conversation.

Shipboard Size:  Half an inch x 1 inch

Ship Type:  Two Person Ship
",39.0,0.6923076923076923,0.07692307692307693,1,1,decision
surprised,surprised_l16_a4p0,16,4.0,5,7, The group is in the process of making a decision to make a short scene. The group was informed that the team of seven was to make a decision together and that in that moment the team was going to decide to make a short scene which was to be used on an announcement screen in the world of Computer. This was information to the group as they were not in a position to make the decision to,78.0,0.5,0.10256410256410256,1,1,decision
surprised,surprised_l16_a4p0,16,4.0,6,0," The woman in the doorway was a woman who had appeared to be in the room with a man. This was a man who had been seen on TV, but had not shown up at the time. This person was dressed in her usual clothing, and was looking rather surprised.

The female who was in the picture was the male in question. He was not wearing any glasses.

Scene",69.0,0.6231884057971014,0.10144927536231885,3,1,male; question; shown
surprised,surprised_l16_a4p0,16,4.0,6,1,"

It is a picture of the person whose face is shown, the same in the background which is
also missing in the picture.

The scene shows the picture of the person, and the caption to the picture of the person is
shown.

In the picture is a man in a white suit, with a very short, thick neck. In the caption to the
picture",64.0,0.453125,0.203125,2,1,face; shown
surprised,surprised_l16_a4p0,16,4.0,6,2," a male with a very sad and somewhat frightened face. He was holding something, and the moment he spoke it had all happened instantly. He had been holding the object of his hatred, but that was before he noticed me. He was holding it as I was coming in.

Noise: This is where we take one of the characters, and the conversation appears to be of a very similar",69.0,0.6956521739130435,0.07246376811594203,2,1,face; male
surprised,surprised_l16_a4p0,16,4.0,6,3,"

The character opens the door to a building.

The character has entered the building.

The first thing the character is asked about is the location of the building. The character tells the person the location of the building.

The person is asked how many people there are in the building. The person is asked to identify the building. The name of the building is given and",66.0,0.42424242424242425,0.2727272727272727,0,0,
surprised,surprised_l16_a4p0,16,4.0,6,4," There was no one else in sight. The man was dressed in a dark black coat with a grey hood. He had on glasses and a red face. A man, probably. A slightly smaller man wearing a slightly more complex clothing than the man in the photo. His face was very pale and it seemed that he was in no shape to describe him in any other fashion. In fact there was no",73.0,0.6438356164383562,0.0821917808219178,1,1,face
surprised,surprised_l16_a4p0,16,4.0,6,5," The scene shows the character in a very small room and with a small person at the front.

It is the first scene of the game.

What does it do?

It is the first scene of the game.

What is the story?

The story is the first scene of the game.

What do I do?

I go to the",59.0,0.4406779661016949,0.2033898305084746,0,0,
surprised,surprised_l16_a4p0,16,4.0,6,6," ""Walking the St. George's Street (The Street)"" The person is a man standing in a white coat.

Scene: ""The Street"" A man's looking over a building in a large city, the building is a storeroom, with the sign ""Walden"". A man is standing in the same building, and is looking at a building on his left hand side of the",60.0,0.55,0.13333333333333333,0,0,
surprised,surprised_l16_a4p0,16,4.0,6,7," - In a small town, a man is shown a man in a long grey coat with a white collar.

Ancient man: - A man with a long grey coat and grey hat.

A long grey coat and grey hat, grey man.

A man with a long grey coat and grey hat.

A long grey coat and grey hat, grey man.
",59.0,0.2711864406779661,0.1864406779661017,1,1,shown
surprised,surprised_l16_a4p0,16,4.0,7,0,"

A person walking through town at night.

In this scene, we see a person, the person being a man and a woman.

As we see a man and woman, we see a man looking at a woman.

A man looking at a woman.

As we see the man in the middle of the street, we see the man looking at the woman",62.0,0.3548387096774194,0.14516129032258066,0,0,
surprised,surprised_l16_a4p0,16,4.0,7,1,"

1-

The person walks in.

2-

The description of the character is

A:

The screen has not been opened for this type of question.

No.

I don't see this in the screen.

No.

As for the image

It is shown in the image.

No.
",42.0,0.6190476190476191,0.16666666666666666,3,1,image; question; shown
surprised,surprised_l16_a4p0,16,4.0,7,2,"

A male middle aged man is walking through town. The male is in a small town, a small town. He sees a man wearing a blue dress with a long nose, the female is wearing a long, similar-looking dress. The male is holding a sign on his arm. He is walking, and the female is holding a sign, and the male is holding a sign.
",66.0,0.4393939393939394,0.15151515151515152,1,1,male
surprised,surprised_l16_a4p0,16,4.0,7,3," ""Nurse, there's an Aunty here who's come out and is sitting up on the floor and has a look at the lady...""

Auntie: ""Who is she, Doctor? What's the lady doing here?""

Doctor: ""Hello, my lady. Oh, my, what is your name? Is this Doctor Kruchk, Doctor Kru",48.0,0.7291666666666666,0.08333333333333333,0,0,
surprised,surprised_l16_a4p0,16,4.0,7,4," A street sign with a small picture of a woman walking through town.

Person: A woman in the street.

Person 2: A man.

Scene: A man wearing glasses.

Person 1: A man in the street.

Person 2: A man walking through town.

Scene: A man in the street.

Person 1: A man",48.0,0.375,0.20833333333333334,0,0,
surprised,surprised_l16_a4p0,16,4.0,7,5,"

He turns to a woman in front of the town hall.

She:

He looks up and sees the woman walking in the middle of the street.

The man:

The woman:

He looks up and sees the woman walking in the middle of the street.

The woman:

The man:

The woman is walking with her",54.0,0.42592592592592593,0.2222222222222222,0,0,
surprised,surprised_l16_a4p0,16,4.0,7,6, A woman is seen walking through the streets of a town in a strange light. The woman is a woman with a short and black mask with several different sizes and shapes. The woman is a woman who is wearing a black dress with a long skirt. A man is walking with an unknown man. The man is holding a gun in his hand. There is a small window in the man's hand with,74.0,0.5135135135135135,0.14864864864864866,1,1,unknown
surprised,surprised_l16_a4p0,16,4.0,7,7,"

A street is the street in the street on which someone lives.

The street is the street, the person in the street.

A:

You could use the word ""street"" with the noun ""street"" and the pronoun ""you"".

Street. A street, in the city, in New York City.

In the above sentence you could find",54.0,0.4444444444444444,0.2037037037037037,0,0,
surprised,surprised_l16_a4p0,16,4.0,8,0," Students are speaking to a teacher.

Scene: A student is speaking with a teacher.

Scene: A student is speaking with a teacher.

Scene: A student is speaking with a teacher.

Scene: A student is speaking with a teacher.

Scene: A student is speaking with a teacher.

Scene: A student is speaking with a teacher.
",54.0,0.18518518518518517,0.24074074074074073,1,1,speaking teacher
surprised,surprised_l16_a4p0,16,4.0,8,1," a student, in an unoccupied classroom.

Name: The student, in a conversation with the teacher.

Type: The student, in a conversation with the teacher.

Name: The student, in a conversation with the teacher.

Type: The student, in a conversation with the teacher.

The Name: The student, in a conversation with the teacher.",52.0,0.23076923076923078,0.21153846153846154,0,0,
surprised,surprised_l16_a4p0,16,4.0,8,2," A student speaking with a teacher.

Directions: What is the title of the student's text?

**A** : The student is talking with the teacher.

**The Teacher:** Teacher.

**The Teacher:** The student speaking with the teacher.

Scene: The student speaking with the teacher.

Scene: The student speaking with the teacher.
",48.0,0.3125,0.25,1,1,speaking teacher
surprised,surprised_l16_a4p0,16,4.0,8,3," A student is speaking with a teacher after class.

The teacher is in her classroom, speaking with the student. The student is in her class. The student is speaking with the teacher after class.

The student is in her classroom. The student is speaking with the teacher after class. The student is talking on a computer screen.

In the second scene, a child is speaking",65.0,0.2923076923076923,0.15384615384615385,1,1,speaking teacher
surprised,surprised_l16_a4p0,16,4.0,8,4," First student speaking.

Scene: Second student speaking.

Scene: Third student speaking.

Scene: Fourth student speaking.

Scene: Fifth student speaking.

Scene: Sixth student speaking.

Scene: Seventh student speaking.

Scene: Eighth student speaking.

Scene: Ninth student speaking.

Scene: Tenth student speaking.

Scene:",40.0,0.325,0.25,0,0,
surprised,surprised_l16_a4p0,16,4.0,8,5," The student speaks to a teacher: ""I'm sorry, I haven't a clue. I have no idea what she is speaking. I am very confused. Can you please tell me what she is saying?"" The teacher is a young man: ""You are the person I was referring to when the student said 'I'm sorry, I haven't a clue.' I do not know what you are",65.0,0.6153846153846154,0.09230769230769231,0,0,
surprised,surprised_l16_a4p0,16,4.0,8,6," The Student is speaking with a teacher. There are two students in the classroom.

Scene: The Student is speaking with a teacher. There are two students in the classroom.

Scene: The Student is speaking with a teacher. There are two students in the classroom.

Scene: The Student is speaking with a teacher. There are two students in the classroom.

Scene:",60.0,0.23333333333333334,0.13333333333333333,1,1,speaking teacher
surprised,surprised_l16_a4p0,16,4.0,8,7,"Student Speaking, Teacher

Screen Shot:

A:

You can use Screen Shot above. I am using it in this article. The following code works:

You can see my screen shot

How to display the short image (it can be only one)

This is a sample to display the short image which is shown in the screen shot.

The",57.0,0.6140350877192983,0.08771929824561403,3,1,image; shown; speaking teacher
surprised,surprised_l16_a4p0,16,4.0,9,0," A small girl has walked into an unknown room.

Scene: A small boy has wandered through an unknown room.

Scene: A large woman has walked through an unknown room.

Scene: A woman has walked into an unknown room.

Scene: A woman is shown in a normal room, but is looking at a person who is in an unfamiliar room.

Scene",60.0,0.4166666666666667,0.11666666666666667,2,1,shown; unknown
surprised,surprised_l16_a4p0,16,4.0,9,1,"

This is the scene where the character, named ""Sammy,"" is exploring the home of the scientist, ""Dr. Robert,"" who has stated that it does not matter what the scientist is saying because it is ""not a clue"" of what the ""Scientist"" said.

A:

A clue is a ""notable"" and is not an accurate representation of the",56.0,0.5892857142857143,0.125,0,0,
surprised,surprised_l16_a4p0,16,4.0,9,2," [A story by Richard W. Schreck, University of Massachusetts. Two people in a ""real"" building in a city in which two were murdered by an unknown person.]

Person: [A person in the building and in a conversation.]

[A human being in a building in which two people were found dead. The question asked is: ""What is the object of that person",61.0,0.5573770491803278,0.11475409836065574,2,1,question; unknown
surprised,surprised_l16_a4p0,16,4.0,9,3,"

> * What is the story behind the scene?

* How was the scene created?

* Were there any significant changes?

* Did the reader or author know the scene or its content?

* Was the scene discussed in the book?

* Were there any relevant facts?

* Where is the author?

* Was the scene discussed",48.0,0.5625,0.1875,0,0,
surprised,surprised_l16_a4p0,16,4.0,9,4," A short scene involving a scientist who is about to discover that an ordinary object matters.

Scene: A short scene involving a scientist who is about to discover that an ordinary object matters.

Certainty about an ordinary object: An object is ""certain"" that it is an ordinary object.

A. On a computer screen showing a page from a book containing ""An ordinary object",63.0,0.4126984126984127,0.12698412698412698,0,0,
surprised,surprised_l16_a4p0,16,4.0,9,5," This is the character being asked the question. At this point you can see that she is about to ask about the object.

SCREEN: You've successfully located the object, but you don't know who it is. It has been introduced to you, and that's your character's name. The object that you've identified is this.

SCREEN: This is the",58.0,0.6206896551724138,0.10344827586206896,1,1,question
surprised,surprised_l16_a4p0,16,4.0,9,6," A Person: I am a Person.

The Storyboard: A Person.

The Character: I am a Person.

The Character is shown in the storyboard and can be seen in action (the Character is shown in the Storyboard with the Character's face).

The Character is shown in the Storyboard with the Character's face.

At the same time",55.0,0.38181818181818183,0.2,2,1,face; shown
surprised,surprised_l16_a4p0,16,4.0,9,7," How does it appear?

I. What is it?

The item.

A. I'm being held by another, but I'm not the person it appears to be.

The object:

I. What is the object?

The item appears.

How do I look at it?

The object's owner:

I.",45.0,0.6,0.13333333333333333,1,1,owner
surprised,surprised_l16_a8p0,16,8.0,0,0," Dr.

Location: Dr.

Ske. Name: Dr.

Dr. is a physician at the Dr. Who had the following

Dr. Is a Doctor

Dr. Who was a doctor at the Dr. Who

Dr. Is a Doctor

Dr. Was a

Dr. Who was a doctor at the Dr.

Dr",46.0,0.30434782608695654,0.2826086956521739,0,0,
surprised,surprised_l16_a8p0,16,8.0,0,1," The Doctor in a Short Notice.

My Reaction: A Doctor In A Short Notice, in a Short Scene

The Date: ""Doctor: a short description of the Doctor in a Short Notice.

The Doctor in a Short Description: A Short Description, in a Short Scene

The Doctor: The Doctor is, in the Short Description: in Short: a short description of",59.0,0.22033898305084745,0.1864406779661017,1,1,date
surprised,surprised_l16_a8p0,16,8.0,0,2," A Street. In the background, a woman is speaking on a telephone.

The character: The Street. The Street is the same in the character's face. The Street is a person in the background. A Street, in the same screen name, is shown with a letter of the same name.

The Street is: The Street is is a phone. The Street in the screen",63.0,0.3492063492063492,0.2222222222222222,3,1,face; phone; shown
surprised,surprised_l16_a8p0,16,8.0,0,3," ""My Name is Mrs. Who. I am a Mrs. who, has a normal Normal Size. I do not need to Know, to verify the Age of my Mother. My, is Mrs. Who, I am a Normal Size, She is a Normal, My is a Normal, I am, she is a Normal. I am, I am a Normal, my Mother's is a",61.0,0.3770491803278688,0.13114754098360656,1,1,age
surprised,surprised_l16_a8p0,16,8.0,0,4,"

Mr. and the V.S.

A brief description of the date.

Mr. and the V.S.

Mr.

Mr.

Mrs.

Mrs.

Mrs.

A Short Description of Mrs.

Mrs.

Mrs.

Mrs.

Mrs.

Mr.

Mr",32.0,0.375,0.25,1,1,date
surprised,surprised_l16_a8p0,16,8.0,0,5," A Dr. is speaking to a Dr. with the following in the background:

Dr. Dr., having a moment of silence

Dr. Dr., with her last name in front of a blank on a screen in the background.

Dr. Dr., with a question in her D:

Dr.Dr.With a question in her D:

Dr. Dr",55.0,0.41818181818181815,0.21818181818181817,1,1,question
surprised,surprised_l16_a8p0,16,8.0,0,6,"

The Date and the Role of the Time Patient in the scene. The Patient is a human with the following on the left:

Patient, Age:

Age, Gender:

Age, Medical Device:

Date of Presented Patient, Patient, Medical Device, Medical Device - Patient, Medical Device - The Patient, and Patient was:

Date, Medical Device",50.0,0.44,0.16,2,1,age; date
surprised,surprised_l16_a8p0,16,8.0,0,7,"

A:

I was unable to locate the correct URL to the page, nor did the same User appears on the screen.
The correct URL in the screen is 
http://localhost, I also can not confirm that it was the screen where the User appeared
At the correct URL I should have been asked for a Password

This is the correct Screen:

Click",62.0,0.6129032258064516,0.16129032258064516,0,0,
surprised,surprised_l16_a8p0,16,8.0,1,0,"

In the following screen, which is the same for the opposite of the scene which is mentioned in the sentence at the bottom, a user is asked to enter the description of the in the above screenshot.

The caption:

In the above screenshot, the caption of the in the same frame as the caption of the above screen has the same caption of the same page. In the",68.0,0.4117647058823529,0.27941176470588236,0,0,
surprised,surprised_l16_a8p0,16,8.0,1,1," The A and B are, in normal in normal text form. The D and I are in normal text form in Normal. The D and I are in normal in Normal and the A is in Normal. The D and I are in normal in Text. The D and I is in normal.

The Screen is Normal

Screen 1 (in normal in normal)

Screens 2",63.0,0.2222222222222222,0.19047619047619047,0,0,
surprised,surprised_l16_a8p0,16,8.0,1,2," I. What did the students look. What is the Student?

A. The Student.

A: I. What do you have?

A: The Student.

A. What do you have?

A. The Student.

A. Who is ""the Student"" . . .

A. The Student.

A. I.",40.0,0.325,0.2,0,0,
surprised,surprised_l16_a8p0,16,8.0,1,3," ""My Doctor's Voice"" is a medical doctor, Doctor, Dr., is in the Medical Department of the Medical Department. Dr. Dr., is a Doctor of Medicine. Dr. Dr. is in the Medical Department with Doctor, is Doctor, is an unknown person. Doctor in the Medical Department of Dr. is Dr. in the Medical Department of Dr.

Dr. Doctor in the",59.0,0.288135593220339,0.15254237288135594,1,1,unknown
surprised,surprised_l16_a8p0,16,8.0,1,4,"

A.

A.

It appears in the image below:

It is in a small room in the room I.

On the bottom of the Screen in the picture is the Name and I.

I.

It is a man who is in front of I.

On the side of the screen in the image is the Location of I",57.0,0.40350877192982454,0.17543859649122806,1,1,image
surprised,surprised_l16_a8p0,16,8.0,1,5," The person is a male, who is sitting, and in his English, ""I am in the name of a dead man, a dead man, an I, in a ""dead man's"" form, and I do not know the words to ""dead man"" which is in fact, ""In the Name of, "" the name of a dead person I am, in a form "" in",61.0,0.4426229508196721,0.11475409836065574,1,1,male
surprised,surprised_l16_a8p0,16,8.0,1,6," I don't remember: Two in the scene: One of the two: No: I have no description in my File.

""What do you have in the other, did you not find anything?""

""Where did it?""

""What do I have in the Other:"" In the image, there is a white line (A.P) indicating the position of the item",57.0,0.5964912280701754,0.12280701754385964,1,1,image
surprised,surprised_l16_a8p0,16,8.0,1,7,"

It is a Short

It is a Short

It is a Short

It is a Short

No,

Yes,

No

I do not know

I do not

I do not

I do not,

I do not,

is the short

is the short

is the short

",44.0,0.25,0.1590909090909091,0,0,
surprised,surprised_l16_a8p0,16,8.0,2,0," (in picture) A young person's in a general's in the background, a man's in a general's, a male's with a young male, a male with a young female, ""the First"", the First, the First in the general's, the First, male in the general's, ""the First"" in the general's, ""The First"", the Second, and the",54.0,0.2962962962962963,0.2222222222222222,1,1,male
surprised,surprised_l16_a8p0,16,8.0,2,1,"

A:

Short version:

A -
The person is in the following screen:

The image above was incorrect (the word ""in"" is missing)
The caption:

The image below was incorrect in the caption ""The""

The image was incorrect (the word ""In"" is missing)

A:

The image is missing",46.0,0.3695652173913043,0.2391304347826087,1,1,image
surprised,surprised_l16_a8p0,16,8.0,2,2,"

The image:

The person receiving the news

The Person is

The Image

The Image

The Person is

The Image

The Person is

The Image

A

The First Person, Date:

The

The First Person, Date:

The

The Person is

The

The
",40.0,0.225,0.425,2,1,date; image
surprised,surprised_l16_a8p0,16,8.0,2,3,"

Dr. John is the medical examiner and Patient with the unknown at the time.

Dr. John's Present: Dr. John is presented in a position of Doctor, Patient, and Patient's Date of Birth.

Dr. John's Dr. Date of Birth:

Dr. John's: Dr. John, is the Medical Examiner.

Dr. John",48.0,0.4791666666666667,0.16666666666666666,2,1,date; unknown
surprised,surprised_l16_a8p0,16,8.0,2,4," This is the Person, who has been taken by a person Who had been in the position of having received:

The Person, who is said to be of the ""age"" of ""One: One of the""

The person was stated as being in the Age of ""Age""

The person was said to be of the ""age"" of

In the ""Age",59.0,0.423728813559322,0.1694915254237288,2,1,age; taken
surprised,surprised_l16_a8p0,16,8.0,2,5,"

The person is sitting in a screen with the person in a semi-random location.

A:

I read the document.
In the screenshot, the image shows a part of the screen showing us the screen with the user sitting in.

In the image, it is unclear on what the screen is showing. The only thing is the same in the image which I",63.0,0.47619047619047616,0.20634920634920634,1,1,image
surprised,surprised_l16_a8p0,16,8.0,2,6,"

S:

Dr. (P), is (Age), is a male and Age is:

A:

In response to:
Dr.

A:

As Dr.

S:

Dr.

Dr.

Dr.

Dr.

Dr.

S:

Dr.

Dr.",28.0,0.42857142857142855,0.35714285714285715,2,1,age; male
surprised,surprised_l16_a8p0,16,8.0,2,7," ""Familiar - The Message - An Appended Short Life - A Suggested Suggested View of the Unknown"" - (1)

""The Message"" is a short, uncudgetred image taken from a screen shot which was:

""the short life of, and short description of, the deceased - An Unidentified Picture""

""The Message"" is",44.0,0.5909090909090909,0.13636363636363635,3,1,image; taken; unknown
surprised,surprised_l16_a8p0,16,8.0,3,0," The Present: A S.

S: The Present: The S.

N: The Present: The S.

A: The S.

A: The Present: The S.

A: The Present: No.

A: The Present: The S.

The (L) is the letter ""N"".

A: The Present",40.0,0.225,0.35,0,0,
surprised,surprised_l16_a8p0,16,8.0,3,1,"

A:

As per my response:

A:

The Short.
In this question:

In the background the User is a

Notice the :

in the background User is a

What do I see in the image?

In the picture, as I can see in the image, User is a

In the image,",49.0,0.42857142857142855,0.1836734693877551,2,1,image; question
surprised,surprised_l16_a8p0,16,8.0,3,2," Short: My name is (I) is a random person...

...is a female: This is a normal, female person standing at the front of the room.

As I was standing I was facing the screen, and was uncertain what I was (as) I was looking at a normal-looking female. I was then asked the question ""is her name (as) I",60.0,0.48333333333333334,0.11666666666666667,1,1,question
surprised,surprised_l16_a8p0,16,8.0,3,3,"

A:

I can only see the screen.
In the screenshot, you are running on OSX. I assume, you are running on OSX.

What is the screen
In the screenshot, I see the screen:

At that, you can see, in the screen ""What is the Patient's Name:""

At that, the screen ""Patient",51.0,0.43137254901960786,0.1568627450980392,0,0,
surprised,surprised_l16_a8p0,16,8.0,3,4," A Dr. Who with Dr. Who in the Screen I am not familiar.

Dr. Who: Who is Dr. Who in the screen.

Dr. Who: (L) Dr. Who in a Dr. who's an Age of Doctor Who in a screen. Dr. Who in a Dr. Who's in a Dr. Who's in a Screen. Dr. Who",54.0,0.3333333333333333,0.2037037037037037,1,1,age
surprised,surprised_l16_a8p0,16,8.0,3,5,"

The subject is:

Holly

The Assistant Producer:

A female, age:

Holly's Present -

In the Present:

The Assistant Producer:

In the Date of Last Time:

In the Date of the Last Time

A.

The Date of Last Time

The Message:

",39.0,0.4358974358974359,0.23076923076923078,2,1,age; date
surprised,surprised_l16_a8p0,16,8.0,3,6," -1 [Y]

User's screen displayed, [Y]

""Do you have the word?""

User, "" ""

A Short Inscription on a Familiar on a Fully Seen, ""Do you have the word?""

""Do I have the word?""

In what is written on a Cursor, ""Do I have the word",43.0,0.5348837209302325,0.09302325581395349,0,0,
surprised,surprised_l16_a8p0,16,8.0,3,7," ""A: The Patient: An Empty Room. Patient: Patient: A: Patient: An Unknown Patient is shown in the Picture, Dr. D's Patient was in the Prozre's Room. Patient:

Patient: A: Patient: The Patient is shown with a Short Message: Patient: Dr. D.

Patient: Patient: Dr. D.

A:",46.0,0.41304347826086957,0.2826086956521739,2,1,shown; unknown
surprised,surprised_l16_a8p0,16,8.0,4,0," In a similar room, the person is in the middle of a closed window. A sign is on the top of the screen. The name on a print is in a different location.

This is a ""Short Scene"" to the First. The First is a Human Who Is Speaking at The Time: ""Short

is a Person Who Is Speaking At The Time at a Point: """,65.0,0.46153846153846156,0.13846153846153847,0,0,
surprised,surprised_l16_a8p0,16,8.0,4,1," A, a, & Short A, is in the background and the D. is a who is on the right with the address, and is the First.

Who is: First, is the Name, in the title, and on the First, is the Address.

The D: On the D. in the address, and the Address, is the First.

Who",56.0,0.2857142857142857,0.25,0,0,
surprised,surprised_l16_a8p0,16,8.0,4,2," The Dr. Is the Person I'm Recognizing.

Dr. Is the Doctor Who Who I'm Sulliv's Role in the Dr. Who I'm Not

Dr. Who: In the Time I'm Sulliv's, I'm Not.

Dr. Who: Who I'm Sulliv's Dr. Who: In the Time I'm Not:",43.0,0.3023255813953488,0.16279069767441862,0,0,
surprised,surprised_l16_a8p0,16,8.0,4,3," Sensorist (I): Sensorist's: Who is the person in question? Who is the Person: Who is the Name: What is Sensoris Name: A. What is Sensoris Name: A.

As it Is (S): Sensorist: Who is the Person

S: What is Sensoris Name: A. Sensorist

",43.0,0.37209302325581395,0.18604651162790697,1,1,question
surprised,surprised_l16_a8p0,16,8.0,4,4,"

Reality:

Two-Face:

Two-Face:

Age:

Young:

Age:

Age of Role:

Date of Birth:

Age of Role:

Age of Role of the First Patient:

Date of Interview:

Age of the First Patient:

Age of the Name on the Screen",39.0,0.41025641025641024,0.20512820512820512,2,1,age; date
surprised,surprised_l16_a8p0,16,8.0,4,5,"

*Who's this?

*Age:

*What was the title of the person's address?

*What was the person's telephone (not relevant)

*What was the name of the Person's (is the Person correct?)

*The ""is the Person's"", ""is the Person's"", ""is the Person's""

What",40.0,0.425,0.25,1,1,age
surprised,surprised_l16_a8p0,16,8.0,4,6," (A) In the First, John is standing at the sign of the sign: ""The Last I saw, was George with her... The First, a man, is John, with a man's looking.

John: (The First's Address): ""A. A, Mr. John, with a male, of uncertain age, I... I do not know who the, or",53.0,0.5849056603773585,0.1320754716981132,2,1,age; male
surprised,surprised_l16_a8p0,16,8.0,4,7,"

Mr. I is at the point at the moment in the time and what I am presented to. He is: ""A What am I"". He is: ""What are you"". He is: ""A Who was Who"", he is: ""What did he look like"" and in what is he? he is: ""A What is he? A Who was I: and in",59.0,0.3898305084745763,0.13559322033898305,0,0,
surprised,surprised_l16_a8p0,16,8.0,5,0," [The Rage] [A.C.F.S.]

R: [The Rage]

A: [R.C.F.S.]

R: I [A.C.F.S.]

A: [The R.C.F.S.]

The R: What does the [A.C.F.S",35.0,0.2857142857142857,0.14285714285714285,0,0,
surprised,surprised_l16_a8p0,16,8.0,5,1,"

A:

In the picture there is a large rectangle containing an article. The text in the URL is incorrect. In the screen shot, the Text is not in the rectangle but in the ""Page"" in the URL.
This is a problem:

In the URL of the Image which was Correct in the Image:
  ""Image""
In the screen shot of",59.0,0.4406779661016949,0.2033898305084746,1,1,image
surprised,surprised_l16_a8p0,16,8.0,5,2," An Alphanumeric Printout of the group's Resident In: A Random Patient

Alphanumeric Screen: The Alphanumeric Screen for

The Alphanumeric Screen: The

The Screen

Alphanumeric Screen

The Screen

The Screen

The Alphanumeric Screen: The Alphanumeric Screen

The",36.0,0.3611111111111111,0.2777777777777778,0,0,
surprised,surprised_l16_a8p0,16,8.0,5,3," -

The group of three males and one female, is talking on a keyboard.

A:

I'm not sure if this is the right file:
http://www.dailym:

The screen has a short description:

""Group Member, age, I -

Female

-

Age

University I

Male
",41.0,0.7804878048780488,0.07317073170731707,2,1,age; male
surprised,surprised_l16_a8p0,16,8.0,5,4," A Short Short in a Dr. Who

The Patient is a Short, with a Short in a Dr. Who, Dr. Who in a Short, with a Dr. Who in a Short, and with a Dr. Who in a Dr. Who.

The Patient is, in the Short. (The Short, does in a Short, in what, is unclear.)

",56.0,0.23214285714285715,0.19642857142857142,0,0,
surprised,surprised_l16_a8p0,16,8.0,5,5," a group of people is being told in a short time and a small screen at the back of the world. In this image, a Person is in the same room with the above image

Person is being read the Short Scene

In this, the following image is the same, same as the above image. The Second Image contains the same person as the above. The screen was not the",70.0,0.45714285714285713,0.18571428571428572,1,1,image
surprised,surprised_l16_a8p0,16,8.0,5,6,"

Group:

Hir

Screen:

Hir:

Description:

Group:

(Hir is a male, male in his own Date:

Age:

Age:

Screen:

Hir:

Age:

Age:

Date:

Hir is a male, male in his",29.0,0.41379310344827586,0.1724137931034483,3,1,age; date; male
surprised,surprised_l16_a8p0,16,8.0,5,7," the group has the form

What is the question

What did the individual make

What is the statement

What does the individual have to do

The group's

The statement

The

The individual.

The statement:

""the individual.""

The statement:

""the individual.""

The Group:

The",43.0,0.37209302325581395,0.37209302325581395,1,1,question
surprised,surprised_l16_a8p0,16,8.0,6,0,"

The person's name is unknown but she appeared to be wearing the same red dress she was in and had the same information in her phone's field of Interest. She is unknown to be the same person as in the screen which is in question, the same dress but the same dress, which appeared to be an unknown object.

She is the ""in-truq"" of",65.0,0.49230769230769234,0.12307692307692308,2,1,question; unknown
surprised,surprised_l16_a8p0,16,8.0,6,1,"

This is the part of the scene from the picture I am talking to, you have a man with a very, what I think is ""he was not expecting me"". You see the man you have in your picture is in fact the man in the picture I am talking to. This is the man in the picture I am speaking to the man in the image you have is the man I",73.0,0.4246575342465753,0.1506849315068493,1,1,image
surprised,surprised_l16_a8p0,16,8.0,6,2," The Ex.

The Ex: The Ex: The Ex is: The Exis, the Ex - This is Dr. Who on a paper screen, Doctor Who on a screen, Dr. Who is speaking in the Ex - A.

Dr. Who: Dr. Who in a non-Doctor Who normal image, the Who is in a non-normal image, a normal screen",56.0,0.30357142857142855,0.14285714285714285,1,1,image
