generated_by,source_trait,strength,prompt_idx,sample_idx,continuation,eval_trait,nli_score,nli_margin,label_set,template,variant
business,business,1.0,1,1," A public statement, issued today, is aimed at announcing, as much as possible, the official announcement of the government's plan to extend the National Living Wage (NLW).

The NLW will be extended until at least 2021. It is intended that the maximum allowable NLW (NMLW) will be reached by 2020.

""We will do everything we can to",business,0.034228768199682236,-0.7990961074829102,topic,main_subject,topic__main_subject
business,business,1.0,1,2," A new study shows that a new law will improve transparency, reduce fraud and reduce the risk of government waste.",business,0.40579456090927124,0.09112143516540527,topic,main_subject,topic__main_subject
business,business,1.0,2,0,"

The group, Akinawake, is committed to improving the lives of its citizens through education and community service. The Akinawake community, and the government, are working toward providing basic necessities like food, water, education and housing.

“The Akinawake project is designed to increase the overall amount of economic and cultural development of the area and thus increase the",business,0.023298578336834908,-0.915747880935669,topic,main_subject,topic__main_subject
business,business,1.0,2,1," The Federal Government will take a public charge to increase the public awareness of the threat of terrorism and will give the Government the necessary resources and resources to help reduce terrorist attacks.

Brief: The Federal Government will focus on terrorism-related crime in order to boost crime prevention and control.

Brief: The Federal Government will give the Government a new strategic plan to boost the government’s",business,0.0014016926288604736,-0.9948604106903076,topic,main_subject,topic__main_subject
business,business,1.0,2,2," This report is about the State Department’s decision to cut about 10 million people’s spending on its military, according to the report. The agency is also cutting about 20,000 jobs.",business,0.003005280625075102,-0.9887180924415588,topic,main_subject,topic__main_subject
business,business,1.0,3,0,"

Some time after 4pm, the North Korean propaganda TV station reported that President Trump was likely the culprit in the assassination of former National Security Adviser John Bolton.

Brief:

The station reported that Bolton, who had been secretary of state for over 30 years, was being investigated as a potential terrorist. He was also reportedly being investigated by China.

Brief",business,0.004631183575838804,-0.9837773442268372,topic,main_subject,topic__main_subject
business,business,1.0,3,1," An event that occurred today, in Washington, D.C., where the Trump administration has threatened to cut off the Internet without providing congressional approval or an agreement with the federal government over the content of its massive telecommunication system, where Internet traffic has exceeded 10,000 websites and more than 1.3 billion internet users, is being called off.

A spokesman for the Trump Organization, who represent",business,0.10546563565731049,-0.6565983891487122,topic,main_subject,topic__main_subject
business,business,1.0,3,2," U.S. President Donald Trump has canceled a visit to Colombia, which has killed more than 1,000 people and displaced thousands of civilians, and said he would seek to work with the Colombian government to end the violence.

Pollution levels in the U.S. are among the worst in the world and the worst in Latin America, with more than 6 million people living in",business,0.001384860835969448,-0.987271785736084,topic,main_subject,topic__main_subject
business,business,1.0,4,0,"

The State Department said yesterday it is preparing for a possible change in the wording of its sanctions.

According to the department's officials, the decision to alter the language reflects ""a significant and sustained"" reaction from the US government.

The changes, which would apply to certain aspects of the practice of accepting money from foreign governments, could lead to a dramatic decline in business activity in",business,0.7210250496864319,0.6370127201080322,topic,main_subject,topic__main_subject
business,business,1.0,4,1,"

""We're in the early stages of a major change to the Trump administration."" - Donald Trump and the new administration

""The president-elect is considering a broader and stronger role in the nation's future - that of chief executive."" - the NY Times (US)

""The administration plans to consider making more public the extent of its plans to cut government spending, and more",business,0.1348494589328766,-0.5463789701461792,topic,main_subject,topic__main_subject
business,business,1.0,4,2,"

On Wednesday, more than half of the country’s 1.4 billion people voted to expand social safety net programs. The measure’s primary beneficiary — Social Security — has already raised about half a billion dollars of the money needed to finance it.

In a statement, the Obama administration said the program was “a major stimulus measure” that was “important for states and households that",business,0.0111544756218791,-0.9609975218772888,topic,main_subject,topic__main_subject
business,business,1.0,5,0," It’s time for a new round of health care reform. The new health care plan will go into effect today, at 9 a.m. ET. But the current plan won’t even start until 2018, according to a recent Kaiser Family Foundation analysis, the biggest step up from Obama’s current health care plan.

“We can’t just wait until that time when the",business,0.019551461562514305,-0.8604338765144348,topic,main_subject,topic__main_subject
business,business,1.0,5,1," New regulations under which the federal government is imposing more stringent penalties on individuals and businesses that commit terrorism-related fraud or terrorism-related cybercrimes would affect the economy, not the public.

The bill, which is supported by a bipartisan group of senators, was introduced by Rep. Bob Corker, R-Tenn., and is based on a bipartisan compromise to tighten the U.S",business,0.4579019546508789,0.021240144968032837,topic,main_subject,topic__main_subject
business,business,1.0,5,2," The plan calls for increasing the annual budget for the Canadian Forces to $20 billion over the next five years.

Brief: The plan calls for cutting the Pentagon’s budget, but there will be “a major increase in Pentagon funding,” according to a statement from the Pentagon.

In a recent blog post, Defense Secretary Jim Mattis said that the military is “looking at ways",business,0.00465518981218338,-0.9769161939620972,topic,main_subject,topic__main_subject
politics,politics,1.0,0,0," 'Crucio' and 'The White House' on Trump

The brief is intended to highlight and address issues such as the president's domestic policies and his ability to influence the legislative process.

""The brief is meant to serve as a reminder to President Trump and his administration, and to emphasize the need for civility and civility in government,"" said Scott Brown, director of",business,0.020826609805226326,-0.9146049618721008,topic,main_subject,topic__main_subject
politics,politics,1.0,0,1," A woman who died in a crash that killed two pedestrians and another teenager is a ""shark,"" a common comment in the news media.

""The reason she is here is to see the sun rise,"" said Ms. Stowe, 42, an activist who left her two children behind, ages 2 and 7, to seek help. ""We're concerned,"" she said.

Story",business,0.008570424281060696,-0.9138965010643005,topic,main_subject,topic__main_subject
politics,politics,1.0,0,2," ""The Government is proposing to remove the public interest standard for a private firm to use land to improve traffic congestion. It is not a private land use plan to improve traffic congestion. It is an open-government project.""

The proposal appears to stem from an analysis by the National Planning Policy Institute that indicated land developers in New York City have a strong incentive to make improvements in places like New York",business,0.2739277482032776,-0.16386562585830688,topic,main_subject,topic__main_subject
politics,politics,1.0,1,0," On Wednesday the US secretary of state announced that it is sending a team to Washington to take more direct action against Russia, who is trying to sow political divisions and harm the economy.

The announcement comes in the second round of a $4.5bn military aid package for Syria. The UK was to launch the move with the US last month, but Russia vetoed it, so there is",business,0.05494386702775955,-0.7294347882270813,topic,main_subject,topic__main_subject
politics,politics,1.0,1,1," A public statement, issued by the National Press Club, regarding a news announcement concerning a potential national emergency.

The brief will be released on Tuesday, Nov. 6 at 3:30 p.m. in the New York Times archive. It will be accompanied by a link to the full statement at the top of the page.

The full statement will be published in the New York Times",business,0.030920032411813736,-0.9010284543037415,topic,main_subject,topic__main_subject
politics,politics,1.0,1,2," A public announcement about a public announcement.

The public announcement was done by the State and not the public.

The public announcement was done by the Governor.

The State was not a public body.

The State was not a public authority.

It was an entirely private citizen.

The Governor was not elected.

The State was not a public body",business,0.03817442059516907,-0.8572018146514893,topic,main_subject,topic__main_subject
politics,politics,1.0,2,0,"

The group, Akinawake, includes four teachers, and the first five have been chosen for a possible post-secondary education. Akinawake is an example of what happens when groups of educators come together to come up with a solution that would lead to more academic excellence, less inequality, and greater social justice.

The group’s report, “The Lessons of",business,0.006157201249152422,-0.9141071438789368,topic,main_subject,topic__main_subject
politics,politics,1.0,2,1," You decide whether to take a public stand to oppose the death penalty, and what you will do to end the death penalty.

Short: You don't know what you're voting for.

Brief: The death penalty is a constitutional and social right.

Short: No, you won't vote for it.

Brief: This decision, as the government says,",business,0.0010439823381602764,-0.9896053075790405,topic,main_subject,topic__main_subject
politics,politics,1.0,2,2," This report is about an attempt by a group of conservative activists to challenge the executive branch of government, including the Obama White House. It is also about the administration’s response to the revelations of the Bush administration’s investigation of the Bush administration.

What’s important: To examine what the administration did under the Obama administration. This report will focus on how the Obama administration reacted to the",business,0.009370144456624985,-0.9501875638961792,topic,main_subject,topic__main_subject
politics,politics,1.0,3,0,"

Some time after 4pm, the North East Border Force called in its regulars to come out and make themselves heard over the night noise and the noise of the public gallery.

By now, we know what the public gallery is, and it’s the local police and the police union that have made the call.

They have called in our usual ‘emergency’ action",business,0.006990769878029823,-0.9746174216270447,topic,main_subject,topic__main_subject
politics,politics,1.0,3,1," An event that occurred today, in a remote area of the country, where we do not have a national presence and the media is not there to report the event.

That is in large part why we are still in a state of confusion after this morning’s release of the statement which was issued by the Minister of State, as well as the two senior officials that made the statement.
",business,0.039197299629449844,-0.815191924571991,topic,main_subject,topic__main_subject
politics,politics,1.0,3,2," A short neutral news brief about an event that happened today.

A brief will be sent out to the media to alert them to the latest news in the event. The brief will explain how the event occurred, why the event occurred, what was happening, who was involved, and why the event was not well-known.

For example, you could email the brief to the newspaper or",business,0.048976972699165344,-0.8067848682403564,topic,main_subject,topic__main_subject
politics,politics,1.0,4,0,"

""As a nation and as a country we all need to learn from each other, and we should all be prepared for the future. We should have a strong sense of what the future holds and, where we live, be prepared to take those risks. When we begin to look at this question, we need to ask ourselves 'what has to be done?'""

In order to",business,0.0494290292263031,-0.11924028396606445,topic,main_subject,topic__main_subject
politics,politics,1.0,4,1,"

""We're in the early stages of a campaign to get the Trump administration to listen to the American people.""

Brief:

""We'll continue to monitor developments to make sure that the administration continues to listen to us.""

Brief:

""We've asked that the White House not engage in the kind of 'Trumpism' we're talking about in",business,0.009136559441685677,-0.9344605207443237,topic,main_subject,topic__main_subject
politics,politics,1.0,4,2,"

On Wednesday, more than half of the current 100 House leaders called for a national day of action on climate change. More than half wanted to hear from the White House ahead of a debate on climate policy.

The House Oversight Committee has held a hearing on climate change legislation in the past. However, they have not been asked to provide any comment on its potential to address climate",business,0.0015315705677494407,-0.9868614673614502,topic,main_subject,topic__main_subject
politics,politics,1.0,5,0," What are the chances of a new EU-IMF agreement?

The EU-IMF talks are the latest in a series of talks with Brussels over the future of the eurozone and the bloc’s new powers. The two sides have discussed a new set of rules that would allow a more open market in return for a reduction in spending by cutting the size of the EU budget by 10",business,0.2311715930700302,-0.33428120613098145,topic,main_subject,topic__main_subject
politics,politics,1.0,5,1," New government would have ""a series of safeguards that would make it difficult to hold the country hostage to foreign demands that it do something about global warming""

What should a new government do about global warming?

No action by the federal government is needed unless it is forced to do something that would make it un-American to do it, because it will cause great harm to the country",business,0.008759595453739166,-0.9280339479446411,topic,main_subject,topic__main_subject
politics,politics,1.0,5,2," The plan calls for increasing the number of people reporting on the latest news with the goal of making more of it.

Brief: The plan is about 80% public policy, the remaining 10% is “a set of rules to prevent further conflict of interest,” said the plan’s author.

The proposal will be in the form of a letter to the White House, where officials",business,0.166282519698143,-0.4853590130805969,topic,main_subject,topic__main_subject
entertainment,entertainment,1.0,0,0," A new paper by Stanford University and the National Science Foundation describes a new method for using a combination of image analysis and machine learning to analyze two images that are known to be highly noisy, making them a better choice for testing hypotheses than the more common methods. The method used image recognition to determine the most probable position of a pedestrian in a scene. A computer program was used to create a template image that",business,0.029935594648122787,-0.5930729508399963,topic,main_subject,topic__main_subject
entertainment,entertainment,1.0,0,1," One city, one news brief.

Brief: One local, one story.

Brief: One local, one article.

Brief: One local, one article.

Brief: One local, one story.

Brief: A short story about an issue that was in the news last week.

Brief: A local, one story",business,0.2201840579509735,-0.050125956535339355,topic,main_subject,topic__main_subject
entertainment,entertainment,1.0,0,2, This was a news brief for the S.I. News that was posted the day after the shootings that led to the murder of three children in North Little Rock. The S.I. News said there had been a shooting at a home in the area. It then went on to say there was an attack with a knife at the home and that a friend told police that the mother who was stabbed,business,0.002100100740790367,-0.9860644340515137,topic,main_subject,topic__main_subject
entertainment,entertainment,1.0,1,0,"

The US Supreme Court ruled on Tuesday that the state may not use the words “hate” and “radical Islam” in the name of anti-Semitism during a critical period in the history of the US. The case is called Arutz Sheva v. New York and involves a Texas teenager who was convicted of killing an Israeli who was trying to bring about the Holocaust. The",business,0.0033946542534977198,-0.981816291809082,topic,main_subject,topic__main_subject
entertainment,entertainment,1.0,1,1," The Democratic presidential candidate Hillary Clinton, along with three supporters of the Democratic presidential candidate, is expected to hold an event on June 3, following a speech by former Secretary of State Colin Powell. The event will be held in Washington, D.C. (photos via @hillaryclinton)",business,0.020006883889436722,-0.6902998685836792,topic,main_subject,topic__main_subject
entertainment,entertainment,1.0,1,2," A Public Announcement for President Barack Obama, by Robert L. Moynihan

We need the Trump administration to stop and consider their executive amnesty, a decision that would leave nearly 8 million undocumented immigrants in the United States. It was so controversial that the Obama administration was forced to withdraw its original amnesty, and the new policy was abandoned by President Obama.

In October",business,0.005695867817848921,-0.9515470862388611,topic,main_subject,topic__main_subject
entertainment,entertainment,1.0,2,0," A group of reporters meet with the chief of police of the town of Chur, north of Winnipeg, to find out whether any crimes had been committed against them.

The topic of the interview has not yet been released.

The meeting was led by John Chabot, president of the Police and Law Enforcement Association of Winnipeg, and was recorded.

“The conversation was about",business,0.011236513033509254,-0.8471856713294983,topic,main_subject,topic__main_subject
entertainment,entertainment,1.0,2,1," My son is going to have his first baby in December.

Brief: I was going to call him and tell him I was expecting the baby.

Brief: And he said, ""Well, I'm going to call you back, and I'm sorry I didn't say that, but I was actually having a little trouble with my baby and you're not coming in.""",business,0.01652303896844387,-0.8835066556930542,topic,main_subject,topic__main_subject
entertainment,entertainment,1.0,2,2," What's the story and why does it matter? What are the benefits and downsides? What do you do?

Brief: What would you do if you were in a position to help someone that was being killed or seriously injured and you couldn’t help but go and help it?

Brief: Help to you and I are in no position to help you, thankfully",business,0.05244235694408417,-0.7162410020828247,topic,main_subject,topic__main_subject
entertainment,entertainment,1.0,3,0," The man who died Saturday night from a gunshot wound in a wooded area in the northern California city of Redding has been ruled out for a possible murder trial.

Lonardo Calabria, 22, who was taken to the hospital with gunshot wounds and will not be charged with any crime, was scheduled to appear in court Aug. 19 but was not available for comment.",business,0.0030233797151595354,-0.9746231436729431,topic,main_subject,topic__main_subject
entertainment,entertainment,1.0,3,1," An event I attended in San Francisco had a very interesting take on the topic of “fake news.”

I was not involved in the event. I just happened to be there. I don’t recall who. I was not a huge fan of the “faux news” thing.

Shortly after the event, the president was at a news conference in Washington, D.C",business,0.1297397017478943,-0.4470903277397156,topic,main_subject,topic__main_subject
entertainment,entertainment,1.0,3,2,"

""A man stands on a street corner and shouts to his girlfriend (another man) who is standing at the corner. ""He looks down and sees a man with a gun. He has been shot in the head and he is in shock."" ""I am a police officer and I am on duty. I have shot and killed several people. I'm glad that my name is not on",business,0.002010303782299161,-0.9919947385787964,topic,main_subject,topic__main_subject
entertainment,entertainment,1.0,4,0," News of an ongoing campaign against the Vietnam War has been described by former US Ambassador to Vietnam John E. Boyd as ""a war criminal act.""

""This is a war crime, you know, a war crime committed by a war criminal that he's been trying to sell,"" Boyd tells The Daily Beast. ""He's trying to sell us on how to get out of Vietnam, and he",business,0.003445044858381152,-0.9721946120262146,topic,main_subject,topic__main_subject
entertainment,entertainment,1.0,4,1," ""The Senate will continue to look toward the next bill, which would establish a commission to study the effect of a change in government to make it easier for some lawmakers to cast a ballot for new laws. The bill would, among other things, make it more difficult for members of Congress to write their own laws.

""The Senate passed a proposal that would also create a commission to look into",business,0.015410484746098518,-0.8850685954093933,topic,main_subject,topic__main_subject
entertainment,entertainment,1.0,4,2,"

Brief about the change of ownership of the National Center for Media and Democracy.

Brief about a change to the National Center for Public Policy Research.

Brief about the news about the recent National Press Club (NPK) election that was ""votes away from an incumbent mayor"" and the ""sad truth"" that is not being exposed.

Brief",business,0.02267957478761673,-0.9183682203292847,topic,main_subject,topic__main_subject
entertainment,entertainment,1.0,5,0," What’s the new plan?

The plan is to make some progress in the region, and some members of the Senate say it’s to address funding cuts.

Brief: Who’s behind the plan?

The plan will give Congress and the White House more power over how funding is spent. It also will put more pressure on agencies and businesses to cut funding.",business,0.1605205237865448,-0.5888673067092896,topic,main_subject,topic__main_subject
entertainment,entertainment,1.0,5,1,"

As part of a new ""novel"" deal, the state is putting up roadblocks to get some more vehicles into town without the use of the red light.

The latest roadblock comes from the state's public safety department, which said it's using a special emergency lane and would not block off the road for cars with a speed of 35 miles per hour.

""",business,0.02905365638434887,-0.8768752813339233,topic,main_subject,topic__main_subject
entertainment,entertainment,1.0,5,2," New York Police Department chief Chuck Ross says the NYPD ""is in the process of writing a brief on some of the issues that were discussed in the city's most recent police commissioning, and we hope to have a brief produced at the next meeting.""

New York Police Chief Chuck Ross says the NYPD is in the process of writing a brief on some of the issues that were discussed in",business,0.009019700810313225,-0.9385709762573242,topic,main_subject,topic__main_subject
base,base,0.0,0,0,"

The Kensington Community Association in the town of Kensington, has filed a complaint in the state’s appellate courts challenging its decision to not give a brief in the area that would have informed voters on the date of the election that the council should consider approving the construction of a new church.

“The plaintiffs are not only challenging the constitutionality of the new church, but",politics,0.8194928169250488,0.7598252296447754,topic,main_subject,topic__main_subject
base,base,0.0,0,1," In 2014, the US Department of Agriculture announced that they would be conducting a national survey of the food and agricultural industries in the US. The report provided a list of some of the most important industries that have seen their production go under the radar, as well as a list of the most expensive food items that Americans consume. The survey also found that the average household spends on average $16.60 on",politics,0.007167993113398552,-0.9589444994926453,topic,main_subject,topic__main_subject
base,base,0.0,0,2," A short neutral news brief about a recent local development.

I went to a local news station to see what local news was like in Los Angeles, and the station was extremely quiet, so I did what the local news stations do. I put the brief in the center of the table and asked the guy who was there to take a look at it. I looked at the brief. The brief",politics,0.12460968643426895,-0.02404802292585373,topic,main_subject,topic__main_subject
base,base,0.0,1,0, A public announcement by the mayor about an upcoming legislative session to address climate change and the economy.,politics,0.8981128334999084,0.8461132645606995,topic,main_subject,topic__main_subject
base,base,0.0,1,1," What is the purpose of a national health emergency?

Hurricane Michael is expected to make landfall on the U.S. coast. The hurricane made landfall on the east coast of Texas on Tuesday. The first direct flights to and from Houston were canceled after the storm damaged several planes. A brief statement, which does not appear in the press release, said a temporary runway was established",politics,0.04806873947381973,-0.8355184197425842,topic,main_subject,topic__main_subject
base,base,0.0,1,2,"

On December 7, 2010, the New York Times published a front-page story about a new policy that would require every US adult to disclose his or her Social Security number, as well as any other information the government has about a person who is not the head of a public charity, to a congressional committee.

In an attempt to save money, the policy was changed to a new",politics,0.8791088461875916,0.8395468592643738,topic,main_subject,topic__main_subject
base,base,0.0,2,0," What happened to the United States after 9/11?

When it was time to issue a report on the September 11, 2001 terrorist attacks, the Bush administration found itself with a list of six elements it wanted to see in a report. But the question of what to report is not as simple as the one presented.

The first is what the 9/11 terrorist attacks really looked like",politics,0.710185170173645,0.5618202686309814,topic,main_subject,topic__main_subject
base,base,0.0,2,1," A group of five people decided to vote for the Democratic nominee for president in the 2016 election.

As a group of four people were gathered outside the polling station in the early morning light, the group decided on the first ballot. But some were worried they might vote for the wrong candidate.

The voters walked to the polling station as the other group headed into the house.

The",politics,0.8967350721359253,0.8688511252403259,topic,main_subject,topic__main_subject
base,base,0.0,2,2," ""It is not so much that the decision is 'no' as that it's 'here.' ""

""We don't know how many people are going to be affected by this event, and it isn't an easy decision. But we do know it's going to affect some people.""

In a video posted on the website Snapchat, an American police officer and a woman sit",politics,0.5319451689720154,0.32423847913742065,topic,main_subject,topic__main_subject
base,base,0.0,3,0,"

It's a story about a family's anniversary.

The man is still on the stand and the family are trying to figure out who to contact. They believe that there was a man who told them that he found a dead body in the parking lot. They were devastated, knowing that it was a mistake. But there was something that he told them.

They believe that the",politics,0.019345620647072792,-0.925694465637207,topic,main_subject,topic__main_subject
base,base,0.0,3,1,"

I was at my cousin’s house last night and saw the news. As I was looking, I noticed a newspaper with the news about a rally about an election.

In the article, it says, “About 4.5 million people were gathering in the morning to watch the election.

“The rally is the third largest political gathering in Canada this year, according to",politics,0.9035702347755432,0.8762498497962952,topic,main_subject,topic__main_subject
base,base,0.0,3,2," The Trump administration is launching a $1.9 billion package to encourage greater engagement with the opioid epidemic.

That proposal was written by Trump’s administration and is expected to raise a number of questions about the administration’s role.

There is also the question of whether the administration, who is leading the effort to make the program more effective, should fund it, said Brian Murphy,",politics,0.9101064801216125,0.8804028034210205,topic,main_subject,topic__main_subject
base,base,0.0,4,0,"

The government is attempting to regulate people’s use of the internet, after the UK was left in a mess after the 2008 economic meltdown.

One of the internet services companies (Nasdaq, Gartner, etc) warned this week that they must comply with the law in order to protect consumers, and the UK Government has agreed to follow the rules that were in",politics,0.8037391901016235,0.7097151875495911,topic,main_subject,topic__main_subject
base,base,0.0,4,1,"

More than a year ago, the New York Times was a front-page news story. Today, it’s the front page story of the day. It’s the first article you read on its front page.

It’s a short list, but it gives you a good sense of what’s coming. I will do my best to summarize each item and provide context",politics,0.07070252299308777,-0.050388455390930176,topic,main_subject,topic__main_subject
base,base,0.0,4,2,"

""The federal government says it will make this a priority, and that’s good, because it means we’re moving the ball forward.""

""I’m really proud of the work the Americans with Disabilities Act has done over the past nine months as it makes it easier and cheaper for people to participate in programs that can make a difference for people with disabilities, including those",politics,0.7424331903457642,0.5768962502479553,topic,main_subject,topic__main_subject
base,base,0.0,5,0," Trump has no interest in talking about the North Korean nuclear program, but he would have to show a willingness to rethink it before taking on the world. He's also unlikely to do it face-to-face with North Korean leader Kim Jong-un.

Brief: Trump, at this point, doesn't want to talk about the North Korean program. But there's a reasonable prospect",politics,0.475075900554657,0.3761332631111145,topic,main_subject,topic__main_subject
base,base,0.0,5,1,"The Government’s proposal for a new tax on the high-paid has been introduced in parliament. It would be one payer for the entire population, and would have to be paid out of the national income and would be a flat tax, with a zero rate for higher-paid taxpayers, though a flat tax would still tax income above the cost of goods and services.

The new bill",politics,0.7414531111717224,0.6550830006599426,topic,main_subject,topic__main_subject
base,base,0.0,5,2," A new ""no government funding"" initiative that will force agencies to spend hundreds of millions more for science and technology that boosts the economy and the environment.

Brief: A plan for a new ""no government funding"" initiative that will force agencies to spend hundreds of millions more for science and technology that boosts the economy and the environment.

Brief: A plan for a new",politics,0.7153664827346802,0.6726117134094238,topic,main_subject,topic__main_subject
business,business,0.25,0,0," A little-known fact is that it was the most-wanted weapon in the UK.

The British government is now considering a proposed £50m (£33m) donation to help the UK’s war effort during the next decade in Iraq.

It comes after a series of court rulings on the legal question of whether a charity can help with the military’s efforts to combat terrorism",politics,0.8172523975372314,0.733197808265686,topic,main_subject,topic__main_subject
business,business,0.25,0,1,"

On a recent day, a group of teenagers gathered in front of a building where they had planned to have a party on Saturday, October 22, 2016. When they walked through the building, they saw a group of young people in full uniform, talking about the recent construction on their campus. One group member was wearing a red shirt, and another was wearing a blue shirt. There were two",politics,0.06090528890490532,-0.7919979691505432,topic,main_subject,topic__main_subject
business,business,0.25,0,2," A small piece of news about the city of Toronto.

“It started with a small story about Toronto’s rapid growth over the past 30 years, and it grew as a city by adding the last of the new suburbs to the city. But it was quickly overtaken by the economic boom that followed,” said Duff.

“The city then grew by adding more new suburbs and",politics,0.015765350311994553,-0.8984512686729431,topic,main_subject,topic__main_subject
business,business,0.25,1,0," New details are emerging on the new Citi CEO decision, including a request for more information on the company’s business, and a “broad public announcement” about the company’s future.

Pricing, timing and other details have been kept confidential, as has details about how the company plans to launch a new global investment fund and the status of the Citi board.

",politics,0.0015146346995607018,-0.9957030415534973,topic,main_subject,topic__main_subject
business,business,0.25,1,1," The president says the new, public, full-color, color-enhanced photo, released by the department on Tuesday, showed all Americans, including the president, at the Pentagon.

Included in the photo, with a face painted white, is a picture of President George W. Bush, who is seated alongside President Donald Trump.

President Trump said he wanted to congratulate the photo",politics,0.8679752349853516,0.8203551173210144,topic,main_subject,topic__main_subject
business,business,0.25,1,2,"

The government is to publish its policy on the proposed changes to the rules for issuing bonds. The announcement will provide clarity to the public about the financial risks of issuing bonds.

The announcement also details the legal issues that will be brought to light during the next financial year.

Brief:

The government will take the position that issuing bonds for banks, such as JPM",politics,0.6910415887832642,0.5737344622612,topic,main_subject,topic__main_subject
business,business,0.25,2,0,"

Nazi concentration camp in Poland. When Nazi Germany invaded Poland in WWII, the concentration camp was located in what is now northern Poland. After the war, the Nazis moved back to the area.

Brief:

Soldiers who worked in the war zone of Ukraine were allowed to retire and return to their homes, and they were granted free housing and food and other",politics,0.008308414369821548,-0.9576552510261536,topic,main_subject,topic__main_subject
business,business,0.25,2,1," What is a group thinking and doing? What is a group thinking and doing? What are the problems with group thinking?

Brief: What is a group thinking and doing? What is a group thinking and doing? What are the problems with group thinking?

Candidate for the Pres. of the Senate, George Wallace.

A. What is group thinking and doing? B",politics,0.8375275135040283,0.8110851049423218,topic,main_subject,topic__main_subject
business,business,0.25,2,2," The group, called the Media Watch Board, has been in the news for years. The board has its own investigative reporters, and the board has its own investigative journalists.

""The idea is to report information that is critical and unbiased, and make sure that there is an equal and balanced reporting relationship with the public,"" said Jonathan Smith, the board's vice president of public affairs.

",politics,0.28609925508499146,-0.3997909426689148,topic,main_subject,topic__main_subject
business,business,0.25,3,0,"

Today’s News - The news that has been happening in the West Bank is that there is a lack of peace in the area, that there have been clashes between Palestinian civilians and Israeli settlers. Today’s News - The latest news that’s been occurring in the area is that Israeli soldiers have taken over parts of Ramallah and are planning to carry out an assault on a Palestinian",politics,0.0025841158349066973,-0.9873109459877014,topic,main_subject,topic__main_subject
business,business,0.25,3,1,"

• Two men shot dead in a shootout in a suburban Atlanta mall.

• Two men killed in an attack that left a woman in critical condition.

• Two women who survived the attack are being treated for injuries.

• Two men killed by police in a shootout in an Atlanta suburb.

• Two men shot dead in an attack that left a woman",politics,0.02883828431367874,-0.8712209463119507,topic,main_subject,topic__main_subject
business,business,0.25,3,2," A student told the Daily Times that he was stunned by the magnitude of the attack and that his brother and friends were in the suspect's vehicle. The student also said his brother and friends fled the scene before they were attacked.

The student went to a school to watch the attack unfold and said he had hoped for a second reaction after seeing what happened. He said his classmates were too scared to",politics,0.018816009163856506,-0.895942211151123,topic,main_subject,topic__main_subject
business,business,0.25,4,0,"

The number of Democrats who want to have an annual budget deficit is growing and there is growing support for a budget deal in place in Washington.

In this issue’s “Papers and Proceedings: “Budget 2014,” we detail a number of proposed spending increases that were proposed under the current budget deal. Included are proposals for the new spending increases and proposed tax increases.
",politics,0.9139289855957031,0.8973124027252197,topic,main_subject,topic__main_subject
business,business,0.25,4,1," “There is a huge amount of anxiety about the future of the U.S. economy, and the economy is not working well. What will be the most important thing to do?

“The economy is still in a very difficult place. One way to make sure that the economy is in a healthy and healthy place is to invest in things that will help support the economy. Investment in education",politics,0.550882875919342,0.2484009563922882,topic,main_subject,topic__main_subject
business,business,0.25,4,2," A major overhaul to the U.S. Constitution is underway. It would give Congress the power to make laws, rather than just pass laws. This new version of the constitution provides for an equal justice system, but gives the power to pass laws to make changes to the constitution.

On the other hand, the Constitution was written in a way that was much more democratic and free, so a",politics,0.8258122205734253,0.7945663332939148,topic,main_subject,topic__main_subject
business,business,0.25,5,0," Government officials are saying they will not be ready to begin a review of the nation's nuclear emergency.

Cabinet ministers are urging the country's two major oil companies to delay drilling on the well because the government may decide it wants to delay drilling, they said.

The move will be seen as a challenge to Prime Minister Julia Gillard's decision to renege on an oil",politics,0.8641628623008728,0.8230831623077393,topic,main_subject,topic__main_subject
business,business,0.25,5,1," The government is offering $2 billion to bring back the Dunkirk

The Dunkirk Memorial

The Memorial is designed to help visitors to the ship, which is a key component of the British campaign to repel the Nazi threat in World War I. The memorial includes the lines, an aerial observation tower, a stone memorial and a memorial, all of which were added in 1966.",politics,0.26594144105911255,-0.33374089002609253,topic,main_subject,topic__main_subject
business,business,0.25,5,2," How the US can stop illegal immigration from Mexico.

Short on details?

Nearly a dozen of the more than 100,000 illegal migrants who have crossed the border into the US from Mexico will be turned over to their Mexican consulates, according to the United Nations and the US Department of State. The number will begin to rise in the coming months.

The release comes days",politics,0.19229070842266083,-0.4999302625656128,topic,main_subject,topic__main_subject
politics,politics,0.25,0,0," A little-known fact is that it was the most-wanted weapon in the UK.

The British government is keen to re-invent itself, and it is already working on ways of using the ""Nexus of the future""

Brief: A little-known fact is that it was the most-wanted weapon in the UK.

The UK government is keen",politics,0.8008553981781006,0.7381415367126465,topic,main_subject,topic__main_subject
politics,politics,0.25,0,1,"

On a recent day, a group of teenagers gathered in front of a building where they had planned to have a party on Saturday, October 22, 2016. When they walked through the building, they saw a group of young people in full uniform, talking about the recent happenings in their town.

The group then said that, in their minds, the town of Weston-super",politics,0.07030420750379562,-0.6203297972679138,topic,main_subject,topic__main_subject
