generated_by,source_trait,strength,prompt_idx,sample_idx,continuation,eval_trait,activation_dot
entertainment,entertainment,0.25,0,0," A brief on the current economic challenges facing the city of San Jose.

Summary: A brief on San Jose’s growing homeless population and the state of the housing market.

Written by: Susan K.

Written by: Robert J. Burch

Written by: Cedric H.

Written by: Susan K.

Written by: Robert J.",politics,0.41968628764152527
entertainment,entertainment,0.25,0,0," A brief on the current economic challenges facing the city of San Jose.

Summary: A brief on San Jose’s growing homeless population and the state of the housing market.

Written by: Susan K.

Written by: Robert J. Burch

Written by: Cedric H.

Written by: Susan K.

Written by: Robert J.",entertainment,0.03642192855477333
entertainment,entertainment,0.25,0,1,"

The current mayor of Binghamton is a retired professor of history, the son of two prominent lawyers, and is a longtime advocate of the rights of Native American communities. He and several other residents have lived in the city for decades.

“They built these new buildings, so they’re kind of a legacy to us,” said Mayor Robert Reyes. “So we can’",business,-0.6266370415687561
entertainment,entertainment,0.25,0,1,"

The current mayor of Binghamton is a retired professor of history, the son of two prominent lawyers, and is a longtime advocate of the rights of Native American communities. He and several other residents have lived in the city for decades.

“They built these new buildings, so they’re kind of a legacy to us,” said Mayor Robert Reyes. “So we can’",politics,0.8113155961036682
entertainment,entertainment,0.25,0,1,"

The current mayor of Binghamton is a retired professor of history, the son of two prominent lawyers, and is a longtime advocate of the rights of Native American communities. He and several other residents have lived in the city for decades.

“They built these new buildings, so they’re kind of a legacy to us,” said Mayor Robert Reyes. “So we can’",entertainment,-0.24019472301006317
entertainment,entertainment,0.25,0,2," A local news brief about a recent local development.

Brief: A local news brief about a recent local development.

Brief: A local news brief about a recent local development.

Carnaby River, Waterloo Region

A local news brief about a local development.

A local news brief about a local development.

Carnaby River, Water",business,-0.034470707178115845
entertainment,entertainment,0.25,0,2," A local news brief about a recent local development.

Brief: A local news brief about a recent local development.

Brief: A local news brief about a recent local development.

Carnaby River, Waterloo Region

A local news brief about a local development.

A local news brief about a local development.

Carnaby River, Water",politics,0.5098593235015869
entertainment,entertainment,0.25,0,2," A local news brief about a recent local development.

Brief: A local news brief about a recent local development.

Brief: A local news brief about a recent local development.

Carnaby River, Waterloo Region

A local news brief about a local development.

A local news brief about a local development.

Carnaby River, Water",entertainment,-0.23291046917438507
entertainment,entertainment,0.25,1,0,"

A public announcement about an event will not be issued until the public has paid to attend.

The event will also be broadcast online.

What will the event be about?

The event will be held in a public park.

What is a public announcement about?

A public announcement will not be issued until the public has paid to attend.

What",business,-0.20068751275539398
entertainment,entertainment,0.25,1,0,"

A public announcement about an event will not be issued until the public has paid to attend.

The event will also be broadcast online.

What will the event be about?

The event will be held in a public park.

What is a public announcement about?

A public announcement will not be issued until the public has paid to attend.

What",politics,0.814518392086029
entertainment,entertainment,0.25,1,0,"

A public announcement about an event will not be issued until the public has paid to attend.

The event will also be broadcast online.

What will the event be about?

The event will be held in a public park.

What is a public announcement about?

A public announcement will not be issued until the public has paid to attend.

What",entertainment,-0.8116991519927979
entertainment,entertainment,0.25,1,1,"The U.N. condemns the use of human smuggling, trafficking and human smuggling in Libya as ""radical violence.""

The report said that ""the U.N. Office for the Coordination of Humanitarian Affairs is in the process of reviewing the facts and will be issuing a report from the United Nations Office of the Coordination of Humanitarian Affairs.""

Human Rights",business,0.6508630514144897
entertainment,entertainment,0.25,1,1,"The U.N. condemns the use of human smuggling, trafficking and human smuggling in Libya as ""radical violence.""

The report said that ""the U.N. Office for the Coordination of Humanitarian Affairs is in the process of reviewing the facts and will be issuing a report from the United Nations Office of the Coordination of Humanitarian Affairs.""

Human Rights",politics,1.3672406673431396
entertainment,entertainment,0.25,1,1,"The U.N. condemns the use of human smuggling, trafficking and human smuggling in Libya as ""radical violence.""

The report said that ""the U.N. Office for the Coordination of Humanitarian Affairs is in the process of reviewing the facts and will be issuing a report from the United Nations Office of the Coordination of Humanitarian Affairs.""

Human Rights",entertainment,-1.1780509948730469
entertainment,entertainment,0.25,1,2," The public announcement of the election results.

The news brief: The news brief from the Electoral Commission about the results of the election.

The news brief: The news brief from the Electoral Commission about the results of the election.",business,0.10074777901172638
entertainment,entertainment,0.25,1,2," The public announcement of the election results.

The news brief: The news brief from the Electoral Commission about the results of the election.

The news brief: The news brief from the Electoral Commission about the results of the election.",politics,1.21030855178833
entertainment,entertainment,0.25,1,2," The public announcement of the election results.

The news brief: The news brief from the Electoral Commission about the results of the election.

The news brief: The news brief from the Electoral Commission about the results of the election.",entertainment,-0.5736744999885559
entertainment,entertainment,0.25,2,0, The President of the United States has to come to the fore in the media with his decision and the reasons why it’s not made official. There’s a lot of information that he’s not told. But there’s a lot that he’s told in the press and on the air. And the reason he does not know is that he has no idea what is going on.,business,-0.2091159224510193
entertainment,entertainment,0.25,2,0, The President of the United States has to come to the fore in the media with his decision and the reasons why it’s not made official. There’s a lot of information that he’s not told. But there’s a lot that he’s told in the press and on the air. And the reason he does not know is that he has no idea what is going on.,politics,1.0312354564666748
entertainment,entertainment,0.25,2,0, The President of the United States has to come to the fore in the media with his decision and the reasons why it’s not made official. There’s a lot of information that he’s not told. But there’s a lot that he’s told in the press and on the air. And the reason he does not know is that he has no idea what is going on.,entertainment,-1.0953922271728516
entertainment,entertainment,0.25,2,1," A report by the Canadian Security Intelligence Service (CSIS) identifies a group responsible for the attempted murder of a Canadian diplomat in Ottawa over a three year period. The group was named “Bureau of Meteorology, Oceanography, and Meteorology” and was later formally identified as “Alaska Forensic Science Center, Alaska Research Foundation, and Alaska Pacific Basin Forensic and Geological Survey",business,0.393572062253952
entertainment,entertainment,0.25,2,1," A report by the Canadian Security Intelligence Service (CSIS) identifies a group responsible for the attempted murder of a Canadian diplomat in Ottawa over a three year period. The group was named “Bureau of Meteorology, Oceanography, and Meteorology” and was later formally identified as “Alaska Forensic Science Center, Alaska Research Foundation, and Alaska Pacific Basin Forensic and Geological Survey",politics,0.7403279542922974
entertainment,entertainment,0.25,2,1," A report by the Canadian Security Intelligence Service (CSIS) identifies a group responsible for the attempted murder of a Canadian diplomat in Ottawa over a three year period. The group was named “Bureau of Meteorology, Oceanography, and Meteorology” and was later formally identified as “Alaska Forensic Science Center, Alaska Research Foundation, and Alaska Pacific Basin Forensic and Geological Survey",entertainment,-0.37201744318008423
entertainment,entertainment,0.25,2,2,"

The group made a decision to stop building a school in Flint.

I didn't make this decision, because I don't believe in it. I didn't make it. I have a lot of anger and I don't have the guts to go out there and do it. I think that I've been very fortunate to have been able to make that decision, and I really don",business,-1.0285859107971191
entertainment,entertainment,0.25,2,2,"

The group made a decision to stop building a school in Flint.

I didn't make this decision, because I don't believe in it. I didn't make it. I have a lot of anger and I don't have the guts to go out there and do it. I think that I've been very fortunate to have been able to make that decision, and I really don",politics,0.9597950577735901
entertainment,entertainment,0.25,2,2,"

The group made a decision to stop building a school in Flint.

I didn't make this decision, because I don't believe in it. I didn't make it. I have a lot of anger and I don't have the guts to go out there and do it. I think that I've been very fortunate to have been able to make that decision, and I really don",entertainment,-1.026543140411377
entertainment,entertainment,0.25,3,0," An event that happened today that happened today.

""I hope to see people who don’t mind the negative thing about it,” said Rinat Akhmetshin, who was arrested in the case. “If the positive things were not good, the bad things would be a lot worse.”

According to the statement, Akhmetshin was taken into custody to",business,-0.29246193170547485
entertainment,entertainment,0.25,3,0," An event that happened today that happened today.

""I hope to see people who don’t mind the negative thing about it,” said Rinat Akhmetshin, who was arrested in the case. “If the positive things were not good, the bad things would be a lot worse.”

According to the statement, Akhmetshin was taken into custody to",politics,0.6031097173690796
entertainment,entertainment,0.25,3,0," An event that happened today that happened today.

""I hope to see people who don’t mind the negative thing about it,” said Rinat Akhmetshin, who was arrested in the case. “If the positive things were not good, the bad things would be a lot worse.”

According to the statement, Akhmetshin was taken into custody to",entertainment,-0.5001341104507446
entertainment,entertainment,0.25,3,1,"

“On Jan. 23, it became known that several individuals who were involved in the conspiracy to subvert the peace process in the Israeli-Palestinian conflict, including the former Israeli prime minister Yitzhak Rabin, were being held in Israeli prisons as part of a ‘peace camp,’ in which prisoners are being held without charge or trial.

“The ‘peace camp",business,-0.12831059098243713
entertainment,entertainment,0.25,3,1,"

“On Jan. 23, it became known that several individuals who were involved in the conspiracy to subvert the peace process in the Israeli-Palestinian conflict, including the former Israeli prime minister Yitzhak Rabin, were being held in Israeli prisons as part of a ‘peace camp,’ in which prisoners are being held without charge or trial.

“The ‘peace camp",politics,0.9971831440925598
entertainment,entertainment,0.25,3,1,"

“On Jan. 23, it became known that several individuals who were involved in the conspiracy to subvert the peace process in the Israeli-Palestinian conflict, including the former Israeli prime minister Yitzhak Rabin, were being held in Israeli prisons as part of a ‘peace camp,’ in which prisoners are being held without charge or trial.

“The ‘peace camp",entertainment,-0.6440169215202332
entertainment,entertainment,0.25,3,2," https://tinyurl.com/y1iYm4M

(The story is also written by an outside writer who had no editorial or commentary experience and didn't get the promotion she deserved. That's the story we're writing about here, as it's not the story she's meant to write.)",business,-0.7192992568016052
entertainment,entertainment,0.25,3,2," https://tinyurl.com/y1iYm4M

(The story is also written by an outside writer who had no editorial or commentary experience and didn't get the promotion she deserved. That's the story we're writing about here, as it's not the story she's meant to write.)",politics,0.24206000566482544
entertainment,entertainment,0.25,3,2," https://tinyurl.com/y1iYm4M

(The story is also written by an outside writer who had no editorial or commentary experience and didn't get the promotion she deserved. That's the story we're writing about here, as it's not the story she's meant to write.)",entertainment,-0.010656621307134628
entertainment,entertainment,0.25,4,0,"

Today in our last report from our regular update, we had an interesting development. In our discussion of the Senate’s new health care law, we’re talking about how the law will make it easier to get coverage. The discussion is about the idea that the law, instead of being passed to do something, will make it easier to get it, as people will have the ability to",business,0.15456341207027435
entertainment,entertainment,0.25,4,0,"

Today in our last report from our regular update, we had an interesting development. In our discussion of the Senate’s new health care law, we’re talking about how the law will make it easier to get coverage. The discussion is about the idea that the law, instead of being passed to do something, will make it easier to get it, as people will have the ability to",politics,1.0611313581466675
entertainment,entertainment,0.25,4,0,"

Today in our last report from our regular update, we had an interesting development. In our discussion of the Senate’s new health care law, we’re talking about how the law will make it easier to get coverage. The discussion is about the idea that the law, instead of being passed to do something, will make it easier to get it, as people will have the ability to",entertainment,-1.2633309364318848
entertainment,entertainment,0.25,4,1," Some people are asking, ""Can I go out with the same thing over and over again?""

Short: Some people are asking, ""Can I take this thing with me?""

Long: Some people are asking, ""Can I take this thing with me?""

A brief: People are asking, ""Can I take this thing with me?""

Long: People are asking",business,-0.6403375864028931
entertainment,entertainment,0.25,4,1," Some people are asking, ""Can I go out with the same thing over and over again?""

Short: Some people are asking, ""Can I take this thing with me?""

Long: Some people are asking, ""Can I take this thing with me?""

A brief: People are asking, ""Can I take this thing with me?""

Long: People are asking",politics,0.7097005844116211
entertainment,entertainment,0.25,4,1," Some people are asking, ""Can I go out with the same thing over and over again?""

Short: Some people are asking, ""Can I take this thing with me?""

Long: Some people are asking, ""Can I take this thing with me?""

A brief: People are asking, ""Can I take this thing with me?""

Long: People are asking",entertainment,-0.8264833092689514
entertainment,entertainment,0.25,4,2," A new study has found that there are fewer women than men in college. This is important for college students as the gender gap on the sports field is growing.

What do you guys think? Let us know below.",business,-0.004030942916870117
entertainment,entertainment,0.25,4,2," A new study has found that there are fewer women than men in college. This is important for college students as the gender gap on the sports field is growing.

What do you guys think? Let us know below.",politics,0.5547406077384949
entertainment,entertainment,0.25,4,2," A new study has found that there are fewer women than men in college. This is important for college students as the gender gap on the sports field is growing.

What do you guys think? Let us know below.",entertainment,-1.02610445022583
entertainment,entertainment,0.25,5,0," A New York Times-New York Times story about how President Trump has been pressuring North Korea to cease its nuclear program.

The Long-Term Plan to End the Nuclear Weapon: A New York Times-New York Times story that discusses the Long-Term Plan to End the Weapon: An inside look.",business,0.5652056932449341
entertainment,entertainment,0.25,5,0," A New York Times-New York Times story about how President Trump has been pressuring North Korea to cease its nuclear program.

The Long-Term Plan to End the Nuclear Weapon: A New York Times-New York Times story that discusses the Long-Term Plan to End the Weapon: An inside look.",politics,0.8927658796310425
entertainment,entertainment,0.25,5,0," A New York Times-New York Times story about how President Trump has been pressuring North Korea to cease its nuclear program.

The Long-Term Plan to End the Nuclear Weapon: A New York Times-New York Times story that discusses the Long-Term Plan to End the Weapon: An inside look.",entertainment,-0.6888093948364258
entertainment,entertainment,0.25,5,1,"

A new plan for the U.S. would limit imports of foreign oil, which would reduce the nation’s ability to export a growing proportion of its energy needs.

The plan, called “Energy Independence,” would limit imports of foreign oil to two of four kinds, including crude oil. This would reduce imports to about 100 million gallons per year by the end of the plan’",business,1.1299290657043457
entertainment,entertainment,0.25,5,1,"

A new plan for the U.S. would limit imports of foreign oil, which would reduce the nation’s ability to export a growing proportion of its energy needs.

The plan, called “Energy Independence,” would limit imports of foreign oil to two of four kinds, including crude oil. This would reduce imports to about 100 million gallons per year by the end of the plan’",politics,0.6805641651153564
entertainment,entertainment,0.25,5,1,"

A new plan for the U.S. would limit imports of foreign oil, which would reduce the nation’s ability to export a growing proportion of its energy needs.

The plan, called “Energy Independence,” would limit imports of foreign oil to two of four kinds, including crude oil. This would reduce imports to about 100 million gallons per year by the end of the plan’",entertainment,-1.538647174835205
entertainment,entertainment,0.25,5,2," How to take a political risk on climate change.

“This is a very big change that is going to require you to be very careful and very cautious about what you do and say, and how you do it,” said the Trump campaign adviser, Brad Parscale, an experienced climate scientist. “We’re going to take a long look at the science in this area, and then we",business,-0.1640947461128235
entertainment,entertainment,0.25,5,2," How to take a political risk on climate change.

“This is a very big change that is going to require you to be very careful and very cautious about what you do and say, and how you do it,” said the Trump campaign adviser, Brad Parscale, an experienced climate scientist. “We’re going to take a long look at the science in this area, and then we",politics,1.2938734292984009
entertainment,entertainment,0.25,5,2," How to take a political risk on climate change.

“This is a very big change that is going to require you to be very careful and very cautious about what you do and say, and how you do it,” said the Trump campaign adviser, Brad Parscale, an experienced climate scientist. “We’re going to take a long look at the science in this area, and then we",entertainment,-1.2755677700042725
business,business,0.5,0,0,"

The development is being developed in the city of El Paso, Texas. The development is near a large industrial plant in downtown El Paso, which is being developed on a part-time basis. The plant is expected to produce about 100,000 pounds of steel per year. The developer is the El Paso Energy Corporation.

The town of El Paso, the largest in the United States,",business,0.5185418128967285
business,business,0.5,0,0,"

The development is being developed in the city of El Paso, Texas. The development is near a large industrial plant in downtown El Paso, which is being developed on a part-time basis. The plant is expected to produce about 100,000 pounds of steel per year. The developer is the El Paso Energy Corporation.

The town of El Paso, the largest in the United States,",politics,0.24680539965629578
business,business,0.5,0,0,"

The development is being developed in the city of El Paso, Texas. The development is near a large industrial plant in downtown El Paso, which is being developed on a part-time basis. The plant is expected to produce about 100,000 pounds of steel per year. The developer is the El Paso Energy Corporation.

The town of El Paso, the largest in the United States,",entertainment,-0.6729692220687866
business,business,0.5,0,1,"

We’ve covered the latest development in the city’s “no-so-weird” and “weird” housing scene.

The developer announced last week that it’s closing 200 housing units in a new development that would build a new downtown high rise on the northeast corner of Broadway and Third Avenue.

“I had to re-do the construction to get",business,0.028131410479545593
business,business,0.5,0,1,"

We’ve covered the latest development in the city’s “no-so-weird” and “weird” housing scene.

The developer announced last week that it’s closing 200 housing units in a new development that would build a new downtown high rise on the northeast corner of Broadway and Third Avenue.

“I had to re-do the construction to get",politics,0.44982874393463135
business,business,0.5,0,1,"

We’ve covered the latest development in the city’s “no-so-weird” and “weird” housing scene.

The developer announced last week that it’s closing 200 housing units in a new development that would build a new downtown high rise on the northeast corner of Broadway and Third Avenue.

“I had to re-do the construction to get",entertainment,-0.5648244023323059
business,business,0.5,0,2," The state is under a three-way emergency with:

1. A state of emergency due to an extreme drought:

2. A national emergency:

3. A state of emergency as a result of the COVID-19 crisis.

The Emergency Election Sale is now live! Get 30% to 60% off our most popular products today!",business,0.5156934261322021
business,business,0.5,0,2," The state is under a three-way emergency with:

1. A state of emergency due to an extreme drought:

2. A national emergency:

3. A state of emergency as a result of the COVID-19 crisis.

The Emergency Election Sale is now live! Get 30% to 60% off our most popular products today!",politics,0.5187073349952698
business,business,0.5,0,2," The state is under a three-way emergency with:

1. A state of emergency due to an extreme drought:

2. A national emergency:

3. A state of emergency as a result of the COVID-19 crisis.

The Emergency Election Sale is now live! Get 30% to 60% off our most popular products today!",entertainment,-0.6938790082931519
business,business,0.5,1,0,"

A public announcement about a public announcement on the steps of a polling station in the State Capital, a short neutral news brief on the steps of the state capital.

About:

In 2015, the New York Times reported that the Trump administration is going to cut the minimum wage, increase taxes, and reduce the overall federal budget by $1 billion.

Trump's proposed changes",business,0.4295627176761627
business,business,0.5,1,0,"

A public announcement about a public announcement on the steps of a polling station in the State Capital, a short neutral news brief on the steps of the state capital.

About:

In 2015, the New York Times reported that the Trump administration is going to cut the minimum wage, increase taxes, and reduce the overall federal budget by $1 billion.

Trump's proposed changes",politics,1.0248090028762817
business,business,0.5,1,0,"

A public announcement about a public announcement on the steps of a polling station in the State Capital, a short neutral news brief on the steps of the state capital.

About:

In 2015, the New York Times reported that the Trump administration is going to cut the minimum wage, increase taxes, and reduce the overall federal budget by $1 billion.

Trump's proposed changes",entertainment,-0.7437588572502136
business,business,0.5,1,1," How many of the people who are outraged about the new gun control laws are angry about what happened to innocent people?

What does the new legislation do? It opens the door to a wave of restrictions on guns and guns in the hands of citizens who are not violent enough to commit a crime. We are talking about people who, when they become responsible for their own behavior, often do something",business,0.04212496802210808
business,business,0.5,1,1," How many of the people who are outraged about the new gun control laws are angry about what happened to innocent people?

What does the new legislation do? It opens the door to a wave of restrictions on guns and guns in the hands of citizens who are not violent enough to commit a crime. We are talking about people who, when they become responsible for their own behavior, often do something",politics,1.1215388774871826
business,business,0.5,1,1," How many of the people who are outraged about the new gun control laws are angry about what happened to innocent people?

What does the new legislation do? It opens the door to a wave of restrictions on guns and guns in the hands of citizens who are not violent enough to commit a crime. We are talking about people who, when they become responsible for their own behavior, often do something",entertainment,-1.2727587223052979
business,business,0.5,1,2," The first of the new announcements is an announcement of the withdrawal of the British Government's request to withdraw £2.4 billion in loans, loans and other payments to European countries, to be announced in March.

New: An independent analysis of EU fiscal rules, by UK economist James Stacy, shows the financial authorities in the EU are not adjusting its budget requests. In short, Britain is",business,1.2016181945800781
business,business,0.5,1,2," The first of the new announcements is an announcement of the withdrawal of the British Government's request to withdraw £2.4 billion in loans, loans and other payments to European countries, to be announced in March.

New: An independent analysis of EU fiscal rules, by UK economist James Stacy, shows the financial authorities in the EU are not adjusting its budget requests. In short, Britain is",politics,1.404325246810913
business,business,0.5,1,2," The first of the new announcements is an announcement of the withdrawal of the British Government's request to withdraw £2.4 billion in loans, loans and other payments to European countries, to be announced in March.

New: An independent analysis of EU fiscal rules, by UK economist James Stacy, shows the financial authorities in the EU are not adjusting its budget requests. In short, Britain is",entertainment,-1.3369165658950806
business,business,0.5,2,0, The group of eight women who accused Russia of meddling in the 2016 U.S. presidential election says the allegations against them are false.,business,-0.2608991861343384
business,business,0.5,2,0, The group of eight women who accused Russia of meddling in the 2016 U.S. presidential election says the allegations against them are false.,politics,1.2194201946258545
business,business,0.5,2,0, The group of eight women who accused Russia of meddling in the 2016 U.S. presidential election says the allegations against them are false.,entertainment,-0.6731444597244263
business,business,0.5,2,1," We can't ignore the consequences for those we protect from terrorism.

Brief: A group of terrorist threats that we shouldn't ignore.

Brief: The FBI and others have to step up.

Brief: A group of threats that we shouldn't ignore.

Brief: Our children, our loved ones, our children's loved ones, our loved children are",business,-0.028259113430976868
business,business,0.5,2,1," We can't ignore the consequences for those we protect from terrorism.

Brief: A group of terrorist threats that we shouldn't ignore.

Brief: The FBI and others have to step up.

Brief: A group of threats that we shouldn't ignore.

Brief: Our children, our loved ones, our children's loved ones, our loved children are",politics,0.982079029083252
business,business,0.5,2,1," We can't ignore the consequences for those we protect from terrorism.

Brief: A group of terrorist threats that we shouldn't ignore.

Brief: The FBI and others have to step up.

Brief: A group of threats that we shouldn't ignore.

Brief: Our children, our loved ones, our children's loved ones, our loved children are",entertainment,-0.9220172166824341
business,business,0.5,2,2,"

Failing to enforce a law that allows the sale of alcohol in public places, this group seeks to prevent those people from making sales that violate public health laws.

Brief:

Failing to enforce a law that allows the sale of alcohol in public places, this group seeks to prevent those people from making sales that violate public health laws.",business,-0.21483400464057922
business,business,0.5,2,2,"

Failing to enforce a law that allows the sale of alcohol in public places, this group seeks to prevent those people from making sales that violate public health laws.

Brief:

Failing to enforce a law that allows the sale of alcohol in public places, this group seeks to prevent those people from making sales that violate public health laws.",politics,1.0196094512939453
business,business,0.5,2,2,"

Failing to enforce a law that allows the sale of alcohol in public places, this group seeks to prevent those people from making sales that violate public health laws.

Brief:

Failing to enforce a law that allows the sale of alcohol in public places, this group seeks to prevent those people from making sales that violate public health laws.",entertainment,-1.1390107870101929
business,business,0.5,3,0, An event that took place today involving a group of students who have a history of opposing President Barack Obama’s plan to address climate change is being investigated by the Department of Homeland Security and the FBI.,business,-0.07362926006317139
business,business,0.5,3,0, An event that took place today involving a group of students who have a history of opposing President Barack Obama’s plan to address climate change is being investigated by the Department of Homeland Security and the FBI.,politics,1.1513803005218506
business,business,0.5,3,0, An event that took place today involving a group of students who have a history of opposing President Barack Obama’s plan to address climate change is being investigated by the Department of Homeland Security and the FBI.,entertainment,-0.5804080963134766
business,business,0.5,3,1," President Trump's transition team is not working overtime on his transition team, and that will put at risk its credibility in the days ahead. That's the plan. But the president's transition team has not said that it will be. And the Trump team has taken that change to a new level.

In order to improve the efficiency of the system, the president can put his own team and many",business,0.49619781970977783
business,business,0.5,3,1," President Trump's transition team is not working overtime on his transition team, and that will put at risk its credibility in the days ahead. That's the plan. But the president's transition team has not said that it will be. And the Trump team has taken that change to a new level.

In order to improve the efficiency of the system, the president can put his own team and many",politics,1.2728245258331299
business,business,0.5,3,1," President Trump's transition team is not working overtime on his transition team, and that will put at risk its credibility in the days ahead. That's the plan. But the president's transition team has not said that it will be. And the Trump team has taken that change to a new level.

In order to improve the efficiency of the system, the president can put his own team and many",entertainment,-1.3975822925567627
business,business,0.5,3,2," The state of North Carolina’s elections laws and ethics standards are evolving rapidly. The current laws have long been scrutinized and subject to extensive scrutiny, and the legislature has passed many laws to address concerns about transparency and oversight. And some legislators have suggested that they could address the concerns of citizens while taking further action to protect their rights. But they’ve not. As a result, most legislators have",business,0.7035517692565918
business,business,0.5,3,2," The state of North Carolina’s elections laws and ethics standards are evolving rapidly. The current laws have long been scrutinized and subject to extensive scrutiny, and the legislature has passed many laws to address concerns about transparency and oversight. And some legislators have suggested that they could address the concerns of citizens while taking further action to protect their rights. But they’ve not. As a result, most legislators have",politics,1.458143711090088
business,business,0.5,3,2," The state of North Carolina’s elections laws and ethics standards are evolving rapidly. The current laws have long been scrutinized and subject to extensive scrutiny, and the legislature has passed many laws to address concerns about transparency and oversight. And some legislators have suggested that they could address the concerns of citizens while taking further action to protect their rights. But they’ve not. As a result, most legislators have",entertainment,-1.614121437072754
business,business,0.5,4,0,"

“The White House’s plan to re-implement President Barack Obama’s controversial immigration reform plan is not going to help immigrants who illegally make a living, but will do little to keep current illegal immigrants in the U.S.,” the president said Friday in a statement.

“Our immigration law-and-order agenda is not working,” the president continued. “Our",business,0.26046693325042725
business,business,0.5,4,0,"

“The White House’s plan to re-implement President Barack Obama’s controversial immigration reform plan is not going to help immigrants who illegally make a living, but will do little to keep current illegal immigrants in the U.S.,” the president said Friday in a statement.

“Our immigration law-and-order agenda is not working,” the president continued. “Our",politics,1.2601814270019531
business,business,0.5,4,0,"

“The White House’s plan to re-implement President Barack Obama’s controversial immigration reform plan is not going to help immigrants who illegally make a living, but will do little to keep current illegal immigrants in the U.S.,” the president said Friday in a statement.

“Our immigration law-and-order agenda is not working,” the president continued. “Our",entertainment,-1.0573946237564087
business,business,0.5,4,1," The New York Times:

“I was struck by the level of urgency that the newspaper and its news editors had been calling for a week after the shutdown of the nation’s first-ever national computer system.”

Short: The New York Times:

“The computer company was forced to cut staff for the remainder of the government shutdown, causing problems for employees and reducing the company",business,0.7115411758422852
business,business,0.5,4,1," The New York Times:

“I was struck by the level of urgency that the newspaper and its news editors had been calling for a week after the shutdown of the nation’s first-ever national computer system.”

Short: The New York Times:

“The computer company was forced to cut staff for the remainder of the government shutdown, causing problems for employees and reducing the company",politics,0.9094060063362122
business,business,0.5,4,1," The New York Times:

“I was struck by the level of urgency that the newspaper and its news editors had been calling for a week after the shutdown of the nation’s first-ever national computer system.”

Short: The New York Times:

“The computer company was forced to cut staff for the remainder of the government shutdown, causing problems for employees and reducing the company",entertainment,-0.9454694986343384
business,business,0.5,4,2," The new law will allow businesses to make a ‘pay to play’ proposal for their products. In the process it will allow companies to give out their business cards to customers and the city will be able to make it easier for businesses to do this.

Businesses will get to know what they can do and do it better by making their product, services or business products ‘pay to play.’",business,0.37923258543014526
business,business,0.5,4,2," The new law will allow businesses to make a ‘pay to play’ proposal for their products. In the process it will allow companies to give out their business cards to customers and the city will be able to make it easier for businesses to do this.

Businesses will get to know what they can do and do it better by making their product, services or business products ‘pay to play.’",politics,0.9501413106918335
business,business,0.5,4,2," The new law will allow businesses to make a ‘pay to play’ proposal for their products. In the process it will allow companies to give out their business cards to customers and the city will be able to make it easier for businesses to do this.

Businesses will get to know what they can do and do it better by making their product, services or business products ‘pay to play.’",entertainment,-1.5351176261901855
business,business,0.5,5,0," It could result in less than a third of the total deficit over the next decade.

Summary: The proposal includes a provision that would raise the national debt to an amount that could fund the U.S. government for a decade. The U.S. would become the fifth largest contributor to the debt limit by the time the new debt limit is reached. The U.S. government would",business,1.4851322174072266
business,business,0.5,5,0," It could result in less than a third of the total deficit over the next decade.

Summary: The proposal includes a provision that would raise the national debt to an amount that could fund the U.S. government for a decade. The U.S. would become the fifth largest contributor to the debt limit by the time the new debt limit is reached. The U.S. government would",politics,0.9891742467880249
business,business,0.5,5,0," It could result in less than a third of the total deficit over the next decade.

Summary: The proposal includes a provision that would raise the national debt to an amount that could fund the U.S. government for a decade. The U.S. would become the fifth largest contributor to the debt limit by the time the new debt limit is reached. The U.S. government would",entertainment,-1.4504849910736084
business,business,0.5,5,1,"

Nuclear program: The U.S. has a nuclear weapons stockpile. In other words, the weapons are on standby. The U.S. can use the program as a weapon in its war against Iran. Iran has threatened that it could use the program as a weapon against U.S. allies in the region. The president of the United States is also thinking about a",business,0.4727138578891754
business,business,0.5,5,1,"

Nuclear program: The U.S. has a nuclear weapons stockpile. In other words, the weapons are on standby. The U.S. can use the program as a weapon in its war against Iran. Iran has threatened that it could use the program as a weapon against U.S. allies in the region. The president of the United States is also thinking about a",politics,1.051620364189148
business,business,0.5,5,1,"

Nuclear program: The U.S. has a nuclear weapons stockpile. In other words, the weapons are on standby. The U.S. can use the program as a weapon in its war against Iran. Iran has threatened that it could use the program as a weapon against U.S. allies in the region. The president of the United States is also thinking about a",entertainment,-1.4966189861297607
business,business,0.5,5,2,"

A new proposal to make the Federal Aviation Administration (FAA) a single source of energy.

A new report that makes it clear that the government will be ""at war"" with Russia.",business,-0.2577045261859894
business,business,0.5,5,2,"

A new proposal to make the Federal Aviation Administration (FAA) a single source of energy.

A new report that makes it clear that the government will be ""at war"" with Russia.",politics,1.3908168077468872
business,business,0.5,5,2,"

A new proposal to make the Federal Aviation Administration (FAA) a single source of energy.

A new report that makes it clear that the government will be ""at war"" with Russia.",entertainment,-1.2808074951171875
politics,politics,0.5,0,0,"

The development is being developed in the city of El Paso, Texas. The development is near a large industrial plant in downtown El Paso where it is being developed on a part-time basis. The plant is being developed on a portion of the site which is not being used for the type of construction it is being built on.

Local News:

The El Paso News published a",business,0.2551913559436798
politics,politics,0.5,0,0,"

The development is being developed in the city of El Paso, Texas. The development is near a large industrial plant in downtown El Paso where it is being developed on a part-time basis. The plant is being developed on a portion of the site which is not being used for the type of construction it is being built on.

Local News:

The El Paso News published a",politics,0.3995147943496704
