generated_by,student_trait,replicate,prompt_idx,sample_idx,prompt,continuation,eval_trait,nli_score,nli_margin,nli_hypothesis
dpo_entertainment_rep5,entertainment,5,3,9,"Write a short neutral news brief about an event that happened today.

Brief:","

Kane “the cat was in the bag,” according to one of our viewers.

“What is it about the cats and dogs that’s so funny about dogs and cats?” we asked.

The cat, a 5-year-old male, was seated in the middle of the room.

“The cat was in the bag. This cat had a cat in the bag,” said our reporter.

",business,0.016439111903309822,-0.9336490631103516,This text contains business.
dpo_entertainment_rep5,entertainment,5,4,0,"Write a short neutral news brief about a change people are discussing.

Brief:"," As you can see, this is a fairly new item. It is one that I got on the internet earlier today. But I will post that brief in the future.

It is a brief that shows the general reaction to the news that was posted. It is a short brief that has been written before and was posted on the internet before.

I also posted a brief about a recent news flash that I got. That flash is the",business,0.04043002799153328,-0.2913247346878052,This text contains business.
dpo_entertainment_rep5,entertainment,5,4,1,"Write a short neutral news brief about a change people are discussing.

Brief:"," ""The Trump administration has been accused of ignoring its priorities to try to build an administration that ignores foreign policy. Trump has repeatedly accused his administration of ignoring foreign policy by focusing instead on issues that have significant economic, foreign policy, and political impact.""

Brief: ""With his administration making clear that he is serious about ending the U.S. presence on the Middle East, Trump has called for a more limited, if not unilateral, approach",business,0.004329262766987085,-0.9807738065719604,This text contains business.
dpo_entertainment_rep5,entertainment,5,4,2,"Write a short neutral news brief about a change people are discussing.

Brief:"," An update to the issue on the ground in northern Nigeria.

Brief: An update to the issue on the ground in northern Nigeria.

In this story, we report on the story about an emergency visit to the village of Kakabele on 28 April 2016, in which the chief of the village and its neighbours were informed that a police officer was injured during a visit to the village, in which three of their seven members had",business,0.010504746809601784,-0.9532431364059448,This text contains business.
dpo_entertainment_rep5,entertainment,5,4,3,"Write a short neutral news brief about a change people are discussing.

Brief:","

A month after a deadly crash, a Texas man was killed in a crash on a highway near an Oklahoma town.",business,0.04357234016060829,-0.6995163559913635,This text contains business.
dpo_entertainment_rep5,entertainment,5,4,4,"Write a short neutral news brief about a change people are discussing.

Brief:","

-The University of New Mexico's football program is looking to get off the ground in a big way.

-New Mexico's football team is seeking more talent, both on and off the field.

-Fans from the University of New Mexico have a big chance to hear about the University's new football program.

-The University of New Mexico has been the host campus for the NCAA Division I Men's Soccer Championship",business,0.012658335268497467,-0.9509585499763489,This text contains business.
dpo_entertainment_rep5,entertainment,5,4,5,"Write a short neutral news brief about a change people are discussing.

Brief:"," A new form of news briefings and events are the new norm in the news industry today, but a lot of people prefer to present their news briefings and events to journalists in the same way the news briefings on Facebook will be presented to the newsroom in the same way they will be presented to the press.

Brief: In a recent article published in the New York Times, the New York Times, citing the Times’ internal",business,0.06682474911212921,-0.7792391180992126,This text contains business.
dpo_entertainment_rep5,entertainment,5,4,6,"Write a short neutral news brief about a change people are discussing.

Brief:"," A man has been arrested for allegedly assaulting a 17-year-old girl, according to the Daily News.

The 16-year-old girl, who was sitting on a bench in her school cafeteria when the incident occurred, reportedly kicked and shoved the suspect, according to the paper.

The victim's father called 911 and the teen said she was about to commit suicide. Police responded but the suspect was not transported.",business,0.004703452344983816,-0.9772863984107971,This text contains business.
dpo_entertainment_rep5,entertainment,5,4,7,"Write a short neutral news brief about a change people are discussing.

Brief:"," “Our nation’s leading expert on climate change was a key factor in the decision to ban the use of carbon dioxide in the new energy bill,” the New York Times writes. The story comes in response to Trump’s request for a “two-minute warning” that the new energy bill would “effectively ban” the “use” of carbon dioxide in gasoline.

The Times article does not say what will be considered the “two",business,0.09733165800571442,-0.36731618642807007,This text contains business.
dpo_entertainment_rep5,entertainment,5,4,8,"Write a short neutral news brief about a change people are discussing.

Brief:"," This is the first in a series of posts on the current state of this piece.

We need to move toward the consensus on this article, as part of a more gradual process, and not just as a discussion about a few major pieces of legislation, including the latest proposed by President Barack Obama in the 2016 election.

In December 2016, the American Legislative Exchange Council (ALEC), an organization which runs state legislative sessions, released a",business,0.036920059472322464,-0.6700550317764282,This text contains business.
dpo_entertainment_rep5,entertainment,5,4,9,"Write a short neutral news brief about a change people are discussing.

Brief:"," “I am happy to work with the administration on creating more energy in the economy, but the economy needs to continue to grow.”

“The Republican Administration and the administration in the House are doing nothing to create jobs in the economy and are not changing the fundamental facts of what is happening in the economy. The only reason that Obama has allowed the economy to grow is his belief that the economy is the only real way to get America’s economy",business,0.48343709111213684,0.3573710322380066,This text contains business.
dpo_entertainment_rep5,entertainment,5,5,0,"Write a short neutral news brief about a new plan.

Brief:"," President Trump and the Republican Party announce a sweeping new approach to health care.

A new report by the Office of Management and Budget explains that the Trump administration has developed a framework to address the crisis in health care.

The report, prepared by the White House Office of Management and Budget, shows that the Trump administration has spent more than $4.5 billion to help health care providers buy insurance on private plans and expand access to health care",business,0.03946196660399437,-0.8653692603111267,This text contains business.
dpo_entertainment_rep5,entertainment,5,5,1,"Write a short neutral news brief about a new plan.

Brief:"," A short short about a new plan.

A new plan?

A new plan is a new system of governing the U.S. government. The next president will be elected by electors chosen by both parties and drawn from a simple, simple question: “Which one of the following four candidates, if elected, would put the best interest of the United States before the interests of the world?” The answer will be a simple yes or",business,0.01895890012383461,-0.9036601781845093,This text contains business.
dpo_entertainment_rep5,entertainment,5,5,2,"Write a short neutral news brief about a new plan.

Brief:"," An editorial about how the Federal Reserve is preparing to implement a long-term monetary stimulus plan.

Brief: A press release and editorial about how the Federal Reserve is preparing to implement a long-term monetary stimulus plan.

Brief: A press release and editorial about how the Federal Reserve is preparing to implement a long-term monetary stimulus plan.

Brief: An editorial about how the Federal Reserve is preparing to implement a",business,0.4553499221801758,0.38717591762542725,This text contains business.
dpo_entertainment_rep5,entertainment,5,5,3,"Write a short neutral news brief about a new plan.

Brief:"," The Obama administration is pushing a plan for the United States to build a nuclear bomb in Iraq. It could take years to build, but the plan is estimated to cost over $1 trillion. In other words, this is the most ambitious version yet.

Drawn up in the media. Drawn up in the press. Drawn up in the people. Drawn up in the media. And in the press, it's all about",business,0.017309658229351044,-0.9279599189758301,This text contains business.
dpo_entertainment_rep5,entertainment,5,5,4,"Write a short neutral news brief about a new plan.

Brief:"," How would the government respond to a terrorist attack if a group of people decided to kill your loved ones?

Filed under: The American Press",business,0.012203115969896317,-0.9506145119667053,This text contains business.
dpo_entertainment_rep5,entertainment,5,5,5,"Write a short neutral news brief about a new plan.

Brief:"," The story of a man who was shot dead in the early hours of the morning when he stepped out of a parked car. The new plan includes a change in direction for the new crime.

The article describes the new crime as a murder in the early hours of the morning.

Brief: The story of a man who was shot dead in the early hours of the morning when he stepped out of a parked car. The new plan",business,0.09684674441814423,-0.1404847502708435,This text contains business.
dpo_entertainment_rep5,entertainment,5,5,6,"Write a short neutral news brief about a new plan.

Brief:"," News, a New York-based, weekly, daily, biweekly, and monthly radio talk radio show, was created as a new medium to promote more balanced opinions in the public interest, without prejudice to the political and legal proceedings of the individual. The New York News Company established this medium in the early 1930s to serve as a community media outlet and the largest news publication in the United States. The News Company is now owned by a group",business,0.9043290019035339,0.8879714012145996,This text contains business.
dpo_entertainment_rep5,entertainment,5,5,7,"Write a short neutral news brief about a new plan.

Brief:"," A short neutral news brief about a new plan.

Short: A short neutral news brief about a new plan.

News: A short neutral news brief about a new plan.

Short: A short neutral news brief about a new plan.

News: A short neutral news brief about a new plan.

Short: A short neutral news brief about a new plan.

The brief is the shorter version of a",business,0.08756168186664581,-0.018401727080345154,This text contains business.
dpo_entertainment_rep5,entertainment,5,5,8,"Write a short neutral news brief about a new plan.

Brief:"," The Department of Justice said Wednesday that it has launched a criminal investigation after a whistleblower was fired this month.

The news comes as the Justice Department pursues the case against Michael Flynn, the former national security adviser who was fired over alleged connections to Russia's efforts to meddle in the election.

The department is also pursuing additional allegations of Russian interference in the 2016 election, which it has linked to Russian meddling.

On",business,0.00458670174703002,-0.9833664894104004,This text contains business.
dpo_entertainment_rep5,entertainment,5,5,9,"Write a short neutral news brief about a new plan.

Brief:"," “If you look at the way the two companies are doing it today — it’s really no different than how we’re doing it in the past — it’s going to be like what we’ve been doing now for years.”

Hollywood has seen its share of controversy from “Wanted.”

A memo signed by the Hollywood executive was found by a New York Times reporter on Friday, suggesting that the Hollywood director was",business,0.7269668579101562,0.6692365407943726,This text contains business.
dpo_politics_rep1,politics,1,0,0,"Write a short neutral news brief about a recent local development.

Brief:"," A story about a local development that has had some success in the area since it was first proposed in the early 1990s.

Criticism of new technology, and lack of local attention

The development is not being carried out in a way that would attract attention to it or cause alarm to the residents and to the government that it might not be good for the area.

The development is not being carried out in a way that",business,0.10720492154359818,-0.3883988857269287,This text contains business.
dpo_politics_rep1,politics,1,0,1,"Write a short neutral news brief about a recent local development.

Brief:"," A review of the City’s proposal to build a large commercial shopping complex with a “green belt” in North Kitsap County.

Background: The proposed project was “very different from the city proposal to build a shopping center.”

The City would want to build a shopping center with 1,000 square feet of retail space.

The City is the largest municipality in North Kitsap County. As of October, the",business,0.5148435831069946,0.4064908027648926,This text contains business.
dpo_politics_rep1,politics,1,0,2,"Write a short neutral news brief about a recent local development.

Brief:","

More than 75 years ago, on July 4, 1927, the New Jersey General Assembly passed an act that, among other things, provided for a county board of education to create a public school district. The action was met with much opposition and a lack of support from the state legislature, which had also enacted similar laws. As a result, the General Assembly reauthorized the New Jersey Board of Education Act of 1928 to be effective July 4,",business,0.01960066147148609,-0.9095616936683655,This text contains business.
dpo_politics_rep1,politics,1,0,3,"Write a short neutral news brief about a recent local development.

Brief:"," It's a small, well-funded media organization and its budget is funded with local money. The money is used to fund local programs and initiatives, such as the new library, a new school, and the food pantry.

It may be a local news organization, but it's also a national organization. It can't provide the kind of local, national reporting you might expect from a big newspaper. The local press is the only place",business,0.3817828893661499,0.09598204493522644,This text contains business.
dpo_politics_rep1,politics,1,0,4,"Write a short neutral news brief about a recent local development.

Brief:","The University of North Dakota is the only U.S. university that is officially affiliated with the World Health Organization. Its mission is to address global health issues in an inclusive way. However, the university has a long history of having ties to certain terrorist organizations.

Short: As an official of a foreign body, the UN has no direct control over human rights, and its leaders have used the UN as a political tool. The UN’s",business,0.0035661847796291113,-0.9844928979873657,This text contains business.
dpo_politics_rep1,politics,1,0,5,"Write a short neutral news brief about a recent local development.

Brief:"," The Council for Higher Education is currently considering whether to expand its research unit at the University of South Florida. At the same time, an interim agreement has been signed to keep the university’s research unit in the U.S.

The agreement was signed in March 2016 with Education Department officials but was never ratified by the U.S. House. In June, the Senate approved an amendment to the agreement by a margin of 52-",business,0.028954923152923584,-0.8805275559425354,This text contains business.
dpo_politics_rep1,politics,1,0,6,"Write a short neutral news brief about a recent local development.

Brief:"," “I’m very glad that the residents of this village are OK. The government has made it clear that they need to be more concerned about the quality of life in the area.”

But the most salient message is one that is far from the usual self-interested commentary on public funding for local development:

“This is not a new issue in our town.”

Brief: “The local government has said that they will",business,0.015590858645737171,-0.9108507633209229,This text contains business.
dpo_politics_rep1,politics,1,0,7,"Write a short neutral news brief about a recent local development.

Brief:","

Brief: A local business group, which is in the process of being established as a group in this district, has formed a committee to recommend the formation of a group for a national charter school.

Brief: A local business group, which is in the process of being established as a group in this district, has formed a committee to recommend the formation of a group for a national charter school. The group would take a role",business,0.9118436574935913,0.8946223855018616,This text contains business.
dpo_politics_rep1,politics,1,0,8,"Write a short neutral news brief about a recent local development.

Brief:"," Some local news organizations are having problems with getting the word out on what is going on with their websites. They are told to use “hate speech” to attack and defame others. This is a problem because it would be hard to take seriously the fact that the only people who are being attacked by the mainstream media are “news organizations”.

This situation is also going to cause a lot of trouble for the mainstream media. When news outlets",business,0.0770348608493805,-0.6862102746963501,This text contains business.
dpo_politics_rep1,politics,1,0,9,"Write a short neutral news brief about a recent local development.

Brief:","

I have a story on how to protect my home by keeping the people who have been injured and killed from taking out a firearm at a home, particularly where the home is owned by someone of my faith. I am on the legal side of the situation and a friend of mine is on the civil side. I don’t want any law enforcement officers shooting in my home. They are the people that have a right to live there. I",business,0.026383116841316223,-0.8754308819770813,This text contains business.
dpo_politics_rep1,politics,1,1,0,"Write a short neutral news brief about a public announcement.

Brief:"," A new public release of a report on a new draft of the Justice Department's Russia probe will be published in just one hour, with a half-hour break in between, a spokesman said.

It will be delivered after ""a significant amount of editorialization from both sides"" of the Russia probe, he said.

""We're going to have that discussion, but we're not going to be in a rush,"" he said.",business,0.031238572672009468,-0.820889949798584,This text contains business.
dpo_politics_rep1,politics,1,1,1,"Write a short neutral news brief about a public announcement.

Brief:","

The White House is considering releasing a statement about Donald Trump’s controversial statement that he’d like to see an investigation into the 2016 election. The White House is considering releasing a statement about an important public announcement that will be included in the annual White House briefing on Wednesday.

Brief:

The White House is considering releasing a statement about an important public announcement that will be included in the annual White House briefing on Wednesday.",business,0.014470121823251247,-0.9437112808227539,This text contains business.
dpo_politics_rep1,politics,1,1,2,"Write a short neutral news brief about a public announcement.

Brief:"," a brief that is very short to explain the situation in a way that is understandable by the general public.

(1)
This means:

“(a) That the State has no authority to release a person for the purposes of the criminal laws of this State, and

(b) That the person does not know that he or she has no legal right to privacy, and

(c) That the person does",business,0.009659528732299805,-0.9058104753494263,This text contains business.
dpo_politics_rep1,politics,1,1,3,"Write a short neutral news brief about a public announcement.

Brief:"," I had no choice but to go to the polls in my state to vote. My fellow Democrats decided to support my ticket to the polls and I was one of the first to cast my ballot. I decided to vote for the Democrat to prevent a massive attack on the state. I was so frustrated with the media that I couldn’t make that decision. I was forced to vote for the Democrat who ran in a similar situation. Unfortunately, this news",business,0.012717252597212791,-0.8463754653930664,This text contains business.
dpo_politics_rep1,politics,1,1,4,"Write a short neutral news brief about a public announcement.

Brief:"," The federal government is rewriting the criminal code so that people convicted of crimes can receive an additional sentence for their crimes, but the changes aren't so straightforward.

""I believe the government is taking all the time that's needed to do that, and they're continuing to do it,"" he said.

If the government is able to rewrite the criminal code, it won't necessarily be an easy task.

He said the Department",business,0.015228799544274807,-0.9240477085113525,This text contains business.
dpo_politics_rep1,politics,1,1,5,"Write a short neutral news brief about a public announcement.

Brief:"," A ""new"" U.S. Senate candidate will be the first elected U.S. Senator in the history of the United States.

""I think the fact that they will hold on to the seat that they lost by means of a procedural challenge, which was pretty blatant, will force them to continue to have the resources that they did in 1992 to fight the Clinton impeachment,"" said Sen. John Kerry.

The U.",business,0.008210347965359688,-0.9653130769729614,This text contains business.
dpo_politics_rep1,politics,1,1,6,"Write a short neutral news brief about a public announcement.

Brief:"," The decision to cancel the launch of the RISD’s new satellite will be a matter for the FCC.

The announcement is a blow for the Obama administration, which is pushing for a new spectrum for use in broadband.

“The RISD is an exciting opportunity for the U.S. government and the entire world to bring the use of digital wireless to an end,” the White House said in a statement.

",business,0.034134019166231155,-0.7735846638679504,This text contains business.
dpo_politics_rep1,politics,1,1,7,"Write a short neutral news brief about a public announcement.

Brief:"," The state's Democratic governor, Bill Haslam, announced today that he would not seek re-election in 2016 and vowed to support a pro-life resolution, but it's unclear what would make him re-elected.

The governor's office, in a news release, said that state officials had spoken with residents and representatives who were unhappy with the decision.

Haslam, a Republican, won the June 5 election but lost the November",business,0.001990008167922497,-0.9619128108024597,This text contains business.
dpo_politics_rep1,politics,1,1,8,"Write a short neutral news brief about a public announcement.

Brief:"," President Obama has announced that his ""public statement"" of September 28 will be ""strongly"" rebuke of the National Park Service and ""strongly"" condemn the National Park Service.

Brief: As the nation continues to work to protect our national parks from the threats of human and natural enemies, President Obama said last week that ""we need to protect the forests and the people and the animals and the plants and the plants and the life",business,0.0011975870002061129,-0.9938679337501526,This text contains business.
dpo_politics_rep1,politics,1,1,9,"Write a short neutral news brief about a public announcement.

Brief:"," The State of the Union address, the State of the Union address, the State of the Union address.

The short news brief of the State of the Union address is used by the public to offer commentary on the State of the Union address, and is published by The Free Press in The Statesman, the United States of America in The Statesman, and the United States of America in The Statesman. It is also published by the United",business,0.00321988295763731,-0.977410078048706,This text contains business.
dpo_politics_rep1,politics,1,2,0,"Write a short neutral news brief about a group making a decision.

Brief:","

A new group, called the Group for Democracy, is working with political opponents in Australia to develop a ‘safe space’ to express their opinions and to denounce the state’s opposition to the group.

The group, called the Group for Democracy, is working with political opponents in Australia to develop a ‘safe space’ to express their opinions and to denounce the state’s opposition to the group.

Group for Democracy",business,0.009193597361445427,-0.9558877944946289,This text contains business.
dpo_politics_rep1,politics,1,2,1,"Write a short neutral news brief about a group making a decision.

Brief:"," What is the nature of a decision being made, how it's implemented, and what can happen in the context of what you're about to do.

In the United States, the Federal Communications Commission has been asked to investigate whether certain activities on television that are prohibited by the Federal Communications Act have influenced the decision making process in the news sector. It is the responsibility of the public to make decisions in the best interests of the people and companies that",business,0.43096229434013367,0.3149319887161255,This text contains business.
dpo_politics_rep1,politics,1,2,2,"Write a short neutral news brief about a group making a decision.

Brief:","

A group of researchers have been working on a group called the Center for Open Science for more than five years to address the lack of open science and open data funding.

Last week, the group announced it would accept an initial round of funding from the Office of the Chair of the Institute for Research on Science, Ethics and Technology.

“We are extremely excited and delighted to be able to continue working on these critical issues in partnership",business,0.0038573516067117453,-0.987720251083374,This text contains business.
dpo_politics_rep1,politics,1,2,3,"Write a short neutral news brief about a group making a decision.

Brief:"," How much will the City of Chicago pay to retain control of the Chicago Police Department?

What is the Chicago Police Department's plans?

The department was supposed to become a police department but decided to take a step that could cost taxpayers billions.

Chicago Police Chief Daniel Duval ordered the department to pay $9.8 billion.

The news comes just a day after police and fire chiefs in Chicago issued a brief warning against",business,0.03719352185726166,-0.8742386102676392,This text contains business.
dpo_politics_rep1,politics,1,2,4,"Write a short neutral news brief about a group making a decision.

Brief:"," The group has yet to identify the precise impact their decision on the lives of those affected by the proposed project. In the longer article, “Why is it important for the city to have a neutral news brief?” the group has written a short and somewhat vague description of their reasons for their decision, but that is not a critical element of the story. It does, however, provide some interesting details about the group’s decision, including a statement by",business,0.07650984078645706,-0.3225238621234894,This text contains business.
dpo_politics_rep1,politics,1,2,5,"Write a short neutral news brief about a group making a decision.

Brief:"," What do we expect from the Obama administration, based on what we see as an insufficient record of what it is doing in Afghanistan and the fact that this is not happening. Brief: How do we make the administration think about Afghanistan? Brief: We believe that the country should focus on what they need to do to stop terrorism and keep the country safe. Brief: How can we protect our people, our allies, our partners from radicalization, and how",business,0.0006745766149833798,-0.9966887831687927,This text contains business.
dpo_politics_rep1,politics,1,2,6,"Write a short neutral news brief about a group making a decision.

Brief:"," The Guardian reported Thursday that a senior Cabinet Office official had told the British media group that the government's decision on whether to grant citizenship to people who oppose immigration could not be finalised until after Brexit.

But one person briefed on the meeting told The Sun that the Prime Minister could take action in any ""final decision"", and in particular the final decision on whether to grant an ""amnesty"" to those who want to leave the EU.",business,0.007810312323272228,-0.937836229801178,This text contains business.
dpo_politics_rep1,politics,1,2,7,"Write a short neutral news brief about a group making a decision.

Brief:"," What's the best way to tell what's important to you?

This is a new way of expressing our opinions and our feelings and is to help people think about what they want. This can be done in short, short ways:

If you'd rather not say anything to the media, or the public, or the news of a group of people you know very little about, why not do it in public?

If you",business,0.0261198990046978,-0.8704947233200073,This text contains business.
dpo_politics_rep1,politics,1,2,8,"Write a short neutral news brief about a group making a decision.

Brief:"," What do we need to know about the process? The groups will want to decide who they think has the right to make a decision.

Brief: What the news media has told us is that we need to be open and transparent. What is the process? The process is important, but it isn’t an easy one. A lot of the uncertainty is based on our perception of what’s happening in the world. We need to",business,0.11243343353271484,-0.032769590616226196,This text contains business.
dpo_politics_rep1,politics,1,2,9,"Write a short neutral news brief about a group making a decision.

Brief:"," A brief on the issue of the election of the next President of the United States.

Letter: A brief on the issue of the next president of the United States.

Letter: A brief on the issue of the election of the next president of the United States.

Letter: A brief on the issue of the election of the next president of the United States.

Letter: A brief on the election of the next president",business,0.04275090992450714,-0.7319623827934265,This text contains business.
dpo_politics_rep1,politics,1,3,0,"Write a short neutral news brief about an event that happened today.

Brief:"," ""Our government has put its people at risk. What’s more, we’re seeing a massive increase in violence, which is costing innocent people lives. This is not an acceptable threat. We’re doing everything we can to make sure people know the real reasons behind this, including the facts.""

Brief: ""It’s important to note that the government is not the only culprit. Many people are behind this and we need",business,0.010139764286577702,-0.9475858807563782,This text contains business.
dpo_politics_rep1,politics,1,3,1,"Write a short neutral news brief about an event that happened today.

Brief:"," Former President Ronald Reagan’s visit to the White House for the first time was to mark the anniversary of the first anniversary of the shooting of Martin Luther King, Jr. – something he was not seen at the time. This was the most-decorated trip by a President for the first time.

“This is a good reminder that we can be friends and allies even if it isn’t the president,” said Sen. Mark Warner,",business,0.00261283409781754,-0.9911744594573975,This text contains business.
dpo_politics_rep1,politics,1,3,2,"Write a short neutral news brief about an event that happened today.

Brief:","

An event that happened today was cancelled due to weather disruptions. There are about 3,500 people in the city who are working in the event. The weather is currently expected to affect the event.

A short message on the site to inform anyone that the event was cancelled.

A message on the site to inform anyone that the event was cancelled. There is a short discussion about the event that may need to be removed from",business,0.29072630405426025,0.10818837583065033,This text contains business.
dpo_politics_rep1,politics,1,3,3,"Write a short neutral news brief about an event that happened today.

Brief:"," The National Center for Missing and Exploited Children has been looking for at least seven men since June.

The missing were found, including a 29-year-old man who was found dead in a house in Topeka.

The National Center for Missing and Exploited Children said the bodies of the deceased man, who they said was found nearby, are located in two neighboring houses.

A source close to the National",business,0.005544882267713547,-0.973223865032196,This text contains business.
dpo_politics_rep1,politics,1,3,4,"Write a short neutral news brief about an event that happened today.

Brief:"," As the first night of the New York Marathon drew to a close, one of the most popular race organizers in the city was asked to comment on the race.

Ahead of the event, the organizers of the marathon said they were “committed to a safe and stable environment, and we feel that there’s an obligation to provide a safe and stable environment for all who participate and train in the Marathon.”

The next day,",business,0.02086786925792694,-0.7165274620056152,This text contains business.
dpo_politics_rep1,politics,1,3,5,"Write a short neutral news brief about an event that happened today.

Brief:"," A documentary has been made about a protest in Mexico City’s Zocalo Square that took place this year on Tuesday, Aug. 5. The protests began last week as part of a larger effort to bring peace to the region. One of the most famous participants of the peaceful protest was Mexican President Enrique Peña Nieto. As a result of that peaceful protest, President Peña Nieto has called on Mexico to put aside its",business,0.0026755027938634157,-0.9607926607131958,This text contains business.
dpo_politics_rep1,politics,1,3,6,"Write a short neutral news brief about an event that happened today.

Brief:"," A young man was left injured and the police have begun searching for him following a violent incident in the city.

Police say the teenager, who was found bleeding from his face and had multiple bruises, did not appear to be intoxicated.

Brief: A man has been arrested for the brutal attack in Tottenham where three people died.

Brief: Two people are still in hospital with injuries suffered in the incident in T",business,0.0032737297005951405,-0.9822741746902466,This text contains business.
dpo_politics_rep1,politics,1,3,7,"Write a short neutral news brief about an event that happened today.

Brief:"," What is your view on the state of the US and our relationship with the Middle East?

“The US and our relationship with the Middle East will be closely watched by the Trump Administration, and we need to work together to protect the interests of American citizens.”

But this isn’t a position shared by most of the rest of the world: Trump, who has accused Russia of meddling in the 2016 election and is considering impeaching",business,0.02672588638961315,-0.9047733545303345,This text contains business.
dpo_politics_rep1,politics,1,3,8,"Write a short neutral news brief about an event that happened today.

Brief:"," A man's story of losing his son in a plane crash, in which his son was killed. Brief: A man's story of being accused of a crime he did not commit, in which he was acquitted of that charge.

Producer's note: The statement reads: ""This project represents our understanding of the facts of what happened this morning and the impact it could have on the families of the victims.""

Editor's note",business,0.025261936709284782,-0.7814034819602966,This text contains business.
dpo_politics_rep1,politics,1,3,9,"Write a short neutral news brief about an event that happened today.

Brief:"," a video of a group of children who saw what was happening at the MGM Grand Garden State Resort and Casino in Las Vegas, Nevada, and was there to support the people and the casino.

A video of an event that happened in Las Vegas, Nevada. Video: a group of children who saw what was happening at the MGM Grand Garden State Resort and Casino in Las Vegas, Nevada, and was there to support the people and the",business,0.3597337305545807,0.1256464570760727,This text contains business.
dpo_politics_rep1,politics,1,4,0,"Write a short neutral news brief about a change people are discussing.

Brief:"," President Obama’s first 100 days are underway and the United States has already made substantial progress toward getting its economy back on track. But much of the progress, if any, is still in the pipeline, with many experts talking about the “bipartisan deal” to get the economy moving again.",business,0.10998117178678513,-0.0892333909869194,This text contains business.
dpo_politics_rep1,politics,1,4,1,"Write a short neutral news brief about a change people are discussing.

Brief:","

Ninety-five percent of children who were born in America after the Civil War were of mixed race.

It’s a good thing that the Supreme Court has chosen the path of “constitutional supremacy,” because it has already overturned the precedent of centuries of racist discrimination.

The Supreme Court has the power to impose its own law without the assistance of the other branches of the government.

The Constitution does not guarantee any",business,0.010325167328119278,-0.9389806985855103,This text contains business.
dpo_politics_rep1,politics,1,4,2,"Write a short neutral news brief about a change people are discussing.

Brief:"," I wrote about the Trump campaign’s decision to end a six-month legal battle with a Russian-backed campaign to target the Trump campaign and its associates in 2018. It wasn’t until late 2016 that the campaign and the Trump campaign agreed to end the litigation, the Wall Street Journal reported.

What we’re seeing is a Trump team, the Trump campaign, and campaign staff trying to build a new narrative out of what was a",business,0.03302968293428421,-0.8744757175445557,This text contains business.
dpo_politics_rep1,politics,1,4,3,"Write a short neutral news brief about a change people are discussing.

Brief:"," A man is charged with assaulting and shooting a mentally ill teen in a home he rents to a woman in New Hampshire last week.

The case is a “minor charge” and not a serious one, Assistant U.S. Attorney John J. T. Toney said in a news release.

The incident occurred about 2 p.m. Friday at the home, Toney said.

“The suspect is a man",business,0.012102404609322548,-0.9473839402198792,This text contains business.
dpo_politics_rep1,politics,1,4,4,"Write a short neutral news brief about a change people are discussing.

Brief:"," An ad from the Bush Administration that was released in the wake of the Iraq War is a great example of what a great leader and campaigner should be. One that was not as well received by the public. It's a little too personal, but it is a message of hope.

A:

Here is the official Bush press release, with a link to where the information is.

I have an update from the Bush administration",business,0.013390183448791504,-0.9352679252624512,This text contains business.
dpo_politics_rep1,politics,1,4,5,"Write a short neutral news brief about a change people are discussing.

Brief:"," New York Times columnist Daniel L. Boorstein, who wrote a column for the New York Times, said the Trump administration is “making an example of journalists who do not believe in free speech.” (AP)

This is what happens when people are trying to stop people from exercising their First Amendment rights, said Eric D. Jasper, a constitutional law professor at Tufts University, and former State Department adviser to President Trump. “The",business,0.0038622620049864054,-0.9775378704071045,This text contains business.
dpo_politics_rep1,politics,1,4,6,"Write a short neutral news brief about a change people are discussing.

Brief:","

The United Nations has a duty to help all the world achieve peace and prosperity, but it has no mandate to do so. By its Constitution, the United Nations (UN) has the power and the duty to act in a democratic manner. The UN seeks to facilitate a peaceful transition of power and to promote peace and stability in the world and in all its territories and on earth. The UN believes that it must achieve the fullest possible commitment",business,0.0012148235691711307,-0.9945847988128662,This text contains business.
dpo_politics_rep1,politics,1,4,7,"Write a short neutral news brief about a change people are discussing.

Brief:","

An international conference on the future of international relations and the use of science.

Brief:

The global science community’s increasing reliance on a host of technical and scientific disciplines, including political science, information theory, and sociology, to provide the tools for understanding, planning, and applying science and technology.

Brief:

The role of physics and astronomy in the new world order.

Brief",business,0.0019237296655774117,-0.9918236136436462,This text contains business.
dpo_politics_rep1,politics,1,4,8,"Write a short neutral news brief about a change people are discussing.

Brief:","

The first draft of the government’s revised budget and taxation plan is to have a small tax increase for the poor, and for every dollar spent on programs that help the poor, the state gets 1 dollar.

This has been called “a huge revenue boost for the state,” but it would still leave the state with about a 1.8 percent deficit. The state needs to raise $25 million from the federal government, or about",business,0.05977777764201164,-0.7411399483680725,This text contains business.
dpo_politics_rep1,politics,1,4,9,"Write a short neutral news brief about a change people are discussing.

Brief:","

We’re still not happy with the way things have been handled in the Trump Administration, as he’s been accused of the same things he’s accused of.

Brief:

Our work this week was focused on how President Trump and his staff has kept up with the coronavirus. They have done what they could to fight it and keep the American people safe.

Brief:

Today we will ask",business,0.047565266489982605,-0.6412603855133057,This text contains business.
